"lang"
{
"Language"		"ukrainian"
"wildcat.ShieldbugHint0"		"<clr:238,106,80><B>Рись:<B> Обходьте його!"


"[english]wildcat.ShieldbugHint1"		"<clr:238,106,80><B>Wildcat:<B> Shoot it in the back!"
"wildcat.ShieldbugHint1"		"<clr:238,106,80><B>Рись:<B> Стріляйте в нього ззаду!"


"[english]wildcat.Parasite0"		"<clr:238,106,80><B>Wildcat:<B> Look out! Parasite!"
"wildcat.Parasite0"		"<clr:238,106,80><B>Рись:<B> Бережіться! Паразит!"


"[english]wildcat.Parasite1"		"<clr:238,106,80><B>Wildcat:<B> Parasite, kill it!"
"wildcat.Parasite1"		"<clr:238,106,80><B>Рись:<B> Паразит, убийте його!"


"[english]wildcat.BeenInfested0"		"<clr:238,106,80><B>Wildcat:<B> Ahhh, get it off me!"
"wildcat.BeenInfested0"		"<clr:238,106,80><B>Рись:<B> Ох, зніміть його з мене!"


"[english]wildcat.BeenInfested1"		"<clr:238,106,80><B>Wildcat:<B> Get it off!"
"wildcat.BeenInfested1"		"<clr:238,106,80><B>Рись:<B> Зніміть його!"


"[english]wildcat.BeenInfested2"		"<clr:238,106,80><B>Wildcat:<B> Urrrgh! It's on me!"
"wildcat.BeenInfested2"		"<clr:238,106,80><B>Рись:<B> Арргх! Він на мені!"


"[english]wildcat.SwarmEggs0"		"<clr:238,106,80><B>Wildcat:<B> Careful, swarm eggs."
"wildcat.SwarmEggs0"		"<clr:238,106,80><B>Рись:<B> Обережно, яйця."


"[english]wildcat.SwarmEggs1"		"<clr:238,106,80><B>Wildcat:<B> Swarm eggs."
"wildcat.SwarmEggs1"		"<clr:238,106,80><B>Рись:<B> Яйця."


"[english]wildcat.SwarmEggs2"		"<clr:238,106,80><B>Wildcat:<B> Swarm eggs, take em out."
"wildcat.SwarmEggs2"		"<clr:238,106,80><B>Рись:<B> Яйця, знищіть їх."


"[english]wildcat.AlienTooClose0"		"<clr:238,106,80><B>Wildcat:<B> Kill it!"
"wildcat.AlienTooClose0"		"<clr:238,106,80><B>Рись:<B> Убийте його!"


"[english]wildcat.AlienTooClose1"		"<clr:238,106,80><B>Wildcat:<B> Get it off!"
"wildcat.AlienTooClose1"		"<clr:238,106,80><B>Рись:<B> Заберіть його!"


"[english]wildcat.AlienTooClose2"		"<clr:238,106,80><B>Wildcat:<B> Kill it!"
"wildcat.AlienTooClose2"		"<clr:238,106,80><B>Рись:<B> Убийте його!"


"[english]wildcat.AlienTooClose3"		"<clr:238,106,80><B>Wildcat:<B> On me!"
"wildcat.AlienTooClose3"		"<clr:238,106,80><B>Рись:<B> На мені!"


"[english]wildcat.MadFiring0"		"<clr:238,106,80><B>Wildcat:<B> I'll kill you all!"
"wildcat.MadFiring0"		"<clr:238,106,80><B>Рись:<B> Я повбиваю вас усіх!"


"[english]wildcat.MadFiring1"		"<clr:238,106,80><B>Wildcat:<B> Payback's a bitch, ain't it."
"wildcat.MadFiring1"		"<clr:238,106,80><B>Рись:<B> Помста буде солодкою, чи не так?"


"[english]wildcat.MadFiring2"		"<clr:238,106,80><B>Wildcat:<B> You like this?"
"wildcat.MadFiring2"		"<clr:238,106,80><B>Рись:<B> Тобі подобається?"


"[english]wildcat.BreachedDoor0"		"<clr:238,106,80><B>Wildcat:<B> Look out, they're through!"
"wildcat.BreachedDoor0"		"<clr:238,106,80><B>Рись:<B> Обережно, вони прорвалися!"


"[english]wildcat.BreachedDoor1"		"<clr:238,106,80><B>Wildcat:<B> They're through."
"wildcat.BreachedDoor1"		"<clr:238,106,80><B>Рись:<B> Вони прорвалися."


"[english]wildcat.MarineDown0"		"<clr:238,106,80><B>Wildcat:<B> Shit, Marine down."
"wildcat.MarineDown0"		"<clr:238,106,80><B>Рись:<B> Лайно, у нас втрати."


"[english]wildcat.SmallPain0"		"<clr:238,106,80><B>Wildcat:<B> [Pain]"
"wildcat.SmallPain0"		"<clr:238,106,80><B>Рись:<B> [Біль]"


"[english]wildcat.SmallPain1"		"<clr:238,106,80><B>Wildcat:<B> [Pain]"
"wildcat.SmallPain1"		"<clr:238,106,80><B>Рись:<B> [Біль]"


"[english]wildcat.SmallPain2"		"<clr:238,106,80><B>Wildcat:<B> [Pain]"
"wildcat.SmallPain2"		"<clr:238,106,80><B>Рись:<B> [Біль]"


"[english]wildcat.LargePain0"		"<clr:238,106,80><B>Wildcat:<B> [Pain]"
"wildcat.LargePain0"		"<clr:238,106,80><B>Рись:<B> [Біль]"


"[english]wildcat.LargePain1"		"<clr:238,106,80><B>Wildcat:<B> [Pain]"
"wildcat.LargePain1"		"<clr:238,106,80><B>Рись:<B> [Біль]"


"[english]wildcat.Dead0"		"<clr:238,106,80><B>Wildcat:<B> [Death]"
"wildcat.Dead0"		"<clr:238,106,80><B>Рись:<B> [Смерть]"


"[english]wildcat.Dead1"		"<clr:238,106,80><B>Wildcat:<B> [Death]"
"wildcat.Dead1"		"<clr:238,106,80><B>Рись:<B> [Смерть]"


"[english]wildcat.OnFire0"		"<clr:238,106,80><B>Wildcat:<B> [Screaming]"
"wildcat.OnFire0"		"<clr:238,106,80><B>Рись:<B> [Крик]"


"[english]wildcat.ActivateStims0"		"<clr:238,106,80><B>Wildcat:<B> Activate the stim pack."
"wildcat.ActivateStims0"		"<clr:238,106,80><B>Рись:<B> Активуй адреналін."


"[english]wildcat.ActivateStims1"		"<clr:238,106,80><B>Wildcat:<B> Hit the stims."
"wildcat.ActivateStims1"		"<clr:238,106,80><B>Рись:<B> Нужбо, адреналін."


"[english]wildcat.ActivateStims2"		"<clr:238,106,80><B>Wildcat:<B> Stim now."
"wildcat.ActivateStims2"		"<clr:238,106,80><B>Рись:<B> Адреналін, зараз."


"[english]wildcat.ActivateStims3"		"<clr:238,106,80><B>Wildcat:<B> Stimpack now."
"wildcat.ActivateStims3"		"<clr:238,106,80><B>Рись:<B> Адреналін, хутко."


"[english]wildcat.ComplimentsWolfe0"		"<clr:238,106,80><B>Wildcat:<B> Nice shot, Wolfe."
"wildcat.ComplimentsWolfe0"		"<clr:238,106,80><B>Рись:<B> Чудовий постріл, Вульфе."


"[english]wildcat.ComplimentsWolfe1"		"<clr:238,106,80><B>Wildcat:<B> Not bad, Wolfe. For an old timer."
"wildcat.ComplimentsWolfe1"		"<clr:238,106,80><B>Рись:<B> Непогано, Вульфе. Як для дідуся."


"[english]wildcat.ComplimentsCrash0"		"<clr:238,106,80><B>Wildcat:<B> Hey Crash, you're my hero."
"wildcat.ComplimentsCrash0"		"<clr:238,106,80><B>Рись:<B> Ей, Креше, ти мій герой."


"[english]wildcat.Compliments0"		"<clr:238,106,80><B>Wildcat:<B> Nice job!"
"wildcat.Compliments0"		"<clr:238,106,80><B>Рись:<B> Гарна робота!"


"[english]wildcat.Impatience0"		"<clr:238,106,80><B>Wildcat:<B> Christ, what's taking so long?"
"wildcat.Impatience0"		"<clr:238,106,80><B>Рись:<B> Господи, чому так довго?"


"[english]wildcat.Selection0"		"<clr:238,106,80><B>Wildcat:<B> Anytime, anywhere."
"wildcat.Selection0"		"<clr:238,106,80><B>Рись:<B> Будь-де, будь-коли."


"[english]wildcat.Selection1"		"<clr:238,106,80><B>Wildcat:<B> Let's do this."
"wildcat.Selection1"		"<clr:238,106,80><B>Рись:<B> Зробімо це."


"[english]wildcat.Selection2"		"<clr:238,106,80><B>Wildcat:<B> Sir."
"wildcat.Selection2"		"<clr:238,106,80><B>Рись:<B> Пане."


"[english]wildcat.Selection3"		"<clr:238,106,80><B>Wildcat:<B> Yeah."
"wildcat.Selection3"		"<clr:238,106,80><B>Рись:<B> Так."


"[english]wildcat.Grenade0"		"<clr:238,106,80><B>Wildcat:<B> Look out!"
"wildcat.Grenade0"		"<clr:238,106,80><B>Рись:<B> Стережись!"


"[english]wildcat.Grenade1"		"<clr:238,106,80><B>Wildcat:<B> Watch out."
"wildcat.Grenade1"		"<clr:238,106,80><B>Рись:<B> Обережніше."



// Wolfe

"[english]wolfe.WolfeBest0"		"<clr:154,205,50><B>Wolfe:<B> You got no chance, I taught you everything."
"wolfe.WolfeBest0"		"<clr:154,205,50><B>Вульф:<B> У тебе немає шансів, це ж я навчив тебе всього."


"[english]wolfe.WolfeBest1"		"<clr:154,205,50><B>Wolfe:<B> You got no chance, remember I taught you everything."
"wolfe.WolfeBest1"		"<clr:154,205,50><B>Вульф:<B> У тебе немає шансів, пам’ятай, що я тебе всього навчив."


"[english]wolfe.WolfeBest2"		"<clr:154,205,50><B>Wolfe:<B> You know I'm your hero, Cat."
"wolfe.WolfeBest2"		"<clr:154,205,50><B>Вульф:<B> Знаєш, а я твій герой, кицю."


"[english]wolfe.WolfeBestReply0"		"<clr:154,205,50><B>Wolfe:<B> Bring it on!"
"wolfe.WolfeBestReply0"		"<clr:154,205,50><B>Вульф:<B> Гуляймо!"


"[english]wolfe.WolfeBestReply1"		"<clr:154,205,50><B>Wolfe:<B> Bring it on, Kitty Cat."
"wolfe.WolfeBestReply1"		"<clr:154,205,50><B>Вульф:<B> Гуляймо, кицюню."


"[english]wolfe.WolfeBestReply2"		"<clr:154,205,50><B>Wolfe:<B> Now that sounds like a challenge."
"wolfe.WolfeBestReply2"		"<clr:154,205,50><B>Вульф:<B> А це звучить як виклик."


"[english]wolfe.WolfeBestReply3"		"<clr:154,205,50><B>Wolfe:<B> Oh, now it's on!"
"wolfe.WolfeBestReply3"		"<clr:154,205,50><B>Вульф:<B> Оце я розумію!"


"[english]wolfe.WolfeBestReply4"		"<clr:154,205,50><B>Wolfe:<B> Oh, now it's on."
"wolfe.WolfeBestReply4"		"<clr:154,205,50><B>Вульф:<B> Оце по-нашому."


"[english]wolfe.WolfeBestReply5"		"<clr:154,205,50><B>Wolfe:<B> Oh, yeah, bring it on!"
"wolfe.WolfeBestReply5"		"<clr:154,205,50><B>Вульф:<B> О, так, давай!"


"[english]wolfe.WolfeBestReply6"		"<clr:154,205,50><B>Wolfe:<B> Sounds like a challenge."
"wolfe.WolfeBestReply6"		"<clr:154,205,50><B>Вульф:<B> Звучить як виклик."


"[english]wolfe.WolfeBestReply7"		"<clr:154,205,50><B>Wolfe:<B> That sounds like a challenge."
"wolfe.WolfeBestReply7"		"<clr:154,205,50><B>Вульф:<B> Це звучить як виклик."


"[english]wolfe.WolfeBestReply8"		"<clr:154,205,50><B>Wolfe:<B> Well, that sounds like a challenge."
"wolfe.WolfeBestReply8"		"<clr:154,205,50><B>Вульф:<B> Так, а це вже схоже на виклик."


"[english]wolfe.MedicComplainReply0"		"<clr:154,205,50><B>Wolfe:<B> Is that a trick question?"
"wolfe.MedicComplainReply0"		"<clr:154,205,50><B>Вульф:<B> Ти знущаєшся?"


"[english]wolfe.MedicComplainReply1"		"<clr:154,205,50><B>Wolfe:<B> That's a trick question."
"wolfe.MedicComplainReply1"		"<clr:154,205,50><B>Вульф:<B> Це каверзне питання."


"[english]wolfe.TequilaReply0"		"<clr:154,205,50><B>Wolfe:<B> Hmmm, and whiskey for me."
"wolfe.TequilaReply0"		"<clr:154,205,50><B>Вульф:<B> Хм-м-м, і віскі для мене."


"[english]wolfe.TequilaReply1"		"<clr:154,205,50><B>Wolfe:<B> Yeah, and whiskey for me."
"wolfe.TequilaReply1"		"<clr:154,205,50><B>Вульф:<B> Так, і віскі для мене."


"[english]wolfe.InjuredSelection0"		"<clr:154,205,50><B>Wolfe:<B> Ain't got time to bleed."
"wolfe.InjuredSelection0"		"<clr:154,205,50><B>Вульф:<B> У мене немає часу, щоби стікати кров’ю."


"[english]wolfe.InjuredSelection1"		"<clr:154,205,50><B>Wolfe:<B> Just a flesh wound."
"wolfe.InjuredSelection1"		"<clr:154,205,50><B>Вульф:<B> Просто рана."


"[english]wolfe.InjuredSelection2"		"<clr:154,205,50><B>Wolfe:<B> What are you bothering me for?"
"wolfe.InjuredSelection2"		"<clr:154,205,50><B>Вульф:<B> Навіщо ти мене турбуєш?"


"[english]wolfe.InjuredSelection3"		"<clr:154,205,50><B>Wolfe:<B> It's time we hit em where it hurts most. All over."
"wolfe.InjuredSelection3"		"<clr:154,205,50><B>Вульф:<B> Пора вдарити їх у слабке місце. Покінчимо з ними."

		"[english]wolfe.SeriousInjuryReply0"		"<clr:154,205,50><B>Wolfe:<B> No way, you gotta be kidding."
		"wolfe.SeriousInjuryReply0"		"<clr:154,205,50><B>Wolfe:<B> No way, you gotta be kidding."

"[english]wolfe.Autogun0"		"<clr:154,205,50><B>Wolfe:<B> Dance, bugs, dance. While you can."
"wolfe.Autogun0"		"<clr:154,205,50><B>Вульф:<B> Танцюйте, жучки, танцюйте. Поки можете."

"[english]wolfe.Autogun1"		"<clr:154,205,50><B>Wolfe:<B> Eat it up, suckers."
"wolfe.Autogun1"		"<clr:154,205,50><B>Вульф:<B> Їжте це, невдахи."

"[english]wolfe.Autogun2"		"<clr:154,205,50><B>Wolfe:<B> Right here. I'm right here."
"wolfe.Autogun2"		"<clr:154,205,50><B>Вульф:<B> Тут. Я тут."

"[english]wolfe.AutogunReply0"		"<clr:154,205,50><B>Wolfe:<B> Kill em all!"
"wolfe.AutogunReply0"		"<clr:154,205,50><B>Вульф:<B> Убийте їх усіх!"


"[english]wolfe.AutogunReply1"		"<clr:154,205,50><B>Wolfe:<B> Kill em all. Kill em all!"
"wolfe.AutogunReply1"		"<clr:154,205,50><B>Вульф:<B> Убити їх усіх. Убити усіх!"


"[english]wolfe.AutogunReply2"		"<clr:154,205,50><B>Wolfe:<B> Right on!"
"wolfe.AutogunReply2"		"<clr:154,205,50><B>Вульф:<B> Так тримати!"


"[english]wolfe.AutogunReply3"		"<clr:154,205,50><B>Wolfe:<B> Right on."
"wolfe.AutogunReply3"		"<clr:154,205,50><B>Вульф:<B> Так тримати."


"[english]wolfe.Use0"		"<clr:154,205,50><B>Wolfe:<B> All right!"
"wolfe.Use0"		"<clr:154,205,50><B>Вульф:<B> Чудово!"


"[english]wolfe.Use1"		"<clr:154,205,50><B>Wolfe:<B> Okay."
"wolfe.Use1"		"<clr:154,205,50><B>Вульф:<B> Гаразд."


"[english]wolfe.Use2"		"<clr:154,205,50><B>Wolfe:<B> Roger."
"wolfe.Use2"		"<clr:154,205,50><B>Вульф:<B> Зрозумів."


"[english]wolfe.Use3"		"<clr:154,205,50><B>Wolfe:<B> I gotcha."
"wolfe.Use3"		"<clr:154,205,50><B>Вульф:<B> Ясно."


"[english]wolfe.Use4"		"<clr:154,205,50><B>Wolfe:<B> I'm on it."
"wolfe.Use4"		"<clr:154,205,50><B>Вульф:<B> Займуся цим."


"[english]wolfe.Use5"		"<clr:154,205,50><B>Wolfe:<B> Oh, yessir."
"wolfe.Use5"		"<clr:154,205,50><B>Вульф:<B> Так, пане."


"[english]wolfe.Use6"		"<clr:154,205,50><B>Wolfe:<B> Yeah!"
"wolfe.Use6"		"<clr:154,205,50><B>Вульф:<B> Так!"


"[english]wolfe.Use7"		"<clr:154,205,50><B>Wolfe:<B> Yeah."
"wolfe.Use7"		"<clr:154,205,50><B>Вульф:<B> Так."


"[english]wolfe.Idle0"		"<clr:154,205,50><B>Wolfe:<B> Don't get too close. I got a thing for collateral damage."
"wolfe.Idle0"		"<clr:154,205,50><B>Вульф:<B> Не наближайтеся. У мене є небезпечна річ."


"[english]wolfe.Idle1"		"<clr:154,205,50><B>Wolfe:<B> I smell bugs. They're nasty and almost as ugly as me."
"wolfe.Idle1"		"<clr:154,205,50><B>Вульф:<B> Смердить жуками. Вони надокучливі і майже настільки огидні, як я."


"[english]wolfe.Idle2"		"<clr:154,205,50><B>Wolfe:<B> I got some scores to settle."
"wolfe.Idle2"		"<clr:154,205,50><B>Вульф:<B> Мені ще є де розгулятись."


"[english]wolfe.Idle3"		"<clr:154,205,50><B>Wolfe:<B> The only good bug is a dead bug."
"wolfe.Idle3"		"<clr:154,205,50><B>Вульф:<B> Хороший жук — мертвий жук."


"[english]wolfe.Idle4"		"<clr:154,205,50><B>Wolfe:<B> Remember, you don't hurt em, if you don't hit em."
"wolfe.Idle4"		"<clr:154,205,50><B>Вульф:<B> Запам’ятайте: потрібно влучати в них, щоби їх убивати."


"[english]wolfe.Idle5"		"<clr:154,205,50><B>Wolfe:<B> There's only one way to solve this, and I think I'm gonna enjoy it."
"wolfe.Idle5"		"<clr:154,205,50><B>Вульф:<B> Є тільки один спосіб вирішити проблему, і, думаю, він мені до душі."


"[english]wolfe.Idle6"		"<clr:154,205,50><B>Wolfe:<B> This is getting more fun by the minute."
"wolfe.Idle6"		"<clr:154,205,50><B>Вульф:<B> З кожною хвилиною все веселіше."


"[english]wolfe.Idle7"		"<clr:154,205,50><B>Wolfe:<B> This is getting more fun every second."
"wolfe.Idle7"		"<clr:154,205,50><B>Вульф:<B> З кожною секундою все веселіше."


"[english]wolfe.Idle8"		"<clr:154,205,50><B>Wolfe:<B> You don't hurt em if you don't hit em."
"wolfe.Idle8"		"<clr:154,205,50><B>Вульф:<B> Потрібно влучити в них, щоби їх вбити."


"[english]wolfe.FF0"		"<clr:154,205,50><B>Wolfe:<B> Check your target."
"wolfe.FF0"		"<clr:154,205,50><B>Вульф:<B> Дивись куди стріляєш!"


"[english]wolfe.FiringAtAlien0"		"<clr:154,205,50><B>Wolfe:<B> [Aggressive growl]"
"wolfe.FiringAtAlien0"		"<clr:154,205,50><B>Вульф:<B> [Агресивний рик]"


"[english]wolfe.FiringAtAlien1"		"<clr:154,205,50><B>Wolfe:<B> Contact!"
"wolfe.FiringAtAlien1"		"<clr:154,205,50><B>Вульф:<B> Контакт!"


"[english]wolfe.FiringAtAlien2"		"<clr:154,205,50><B>Wolfe:<B> Take it down!"
"wolfe.FiringAtAlien2"		"<clr:154,205,50><B>Вульф:<B> Валіть його!"


"[english]wolfe.FollowMe0"		"<clr:154,205,50><B>Wolfe:<B> Follow me."
"wolfe.FollowMe0"		"<clr:154,205,50><B>Вульф:<B> За мною."


"[english]wolfe.FollowMe1"		"<clr:154,205,50><B>Wolfe:<B> Let's move."
"wolfe.FollowMe1"		"<clr:154,205,50><B>Вульф:<B> Ходімо."


"[english]wolfe.HoldPosition0"		"<clr:154,205,50><B>Wolfe:<B> Hold it right there."
"wolfe.HoldPosition0"		"<clr:154,205,50><B>Вульф:<B> Тримайте позиції."


"[english]wolfe.HoldPosition1"		"<clr:154,205,50><B>Wolfe:<B> Wait here."
"wolfe.HoldPosition1"		"<clr:154,205,50><B>Вульф:<B> Чекайте тут."


"[english]wolfe.HoldPosition2"		"<clr:154,205,50><B>Wolfe:<B> Secure this area."
"wolfe.HoldPosition2"		"<clr:154,205,50><B>Вульф:<B> Захищайте цю зону."


"[english]wolfe.NeedAmmo0"		"<clr:154,205,50><B>Wolfe:<B> I need some ammo here."
"wolfe.NeedAmmo0"		"<clr:154,205,50><B>Вульф:<B> Мені потрібно трохи набоїв."


"[english]wolfe.NoAmmo0"		"<clr:154,205,50><B>Wolfe:<B> I need some ammo here."
"wolfe.NoAmmo0"		"<clr:154,205,50><B>Вульф:<B> Мені потрібно трохи набоїв."


"[english]wolfe.NoAmmo1"		"<clr:154,205,50><B>Wolfe:<B> Anyone got spare?"
"wolfe.NoAmmo1"		"<clr:154,205,50><B>Вульф:<B> У когось є зайві набої?"


"[english]wolfe.Medic0"		"<clr:154,205,50><B>Wolfe:<B> Medic!"
"wolfe.Medic0"		"<clr:154,205,50><B>Вульф:<B> Лікаря!"


"[english]wolfe.WildcatKillReplyAhead0"		"<clr:154,205,50><B>Wolfe:<B> Good one. But I've killed more."
"wolfe.WildcatKillReplyAhead0"		"<clr:154,205,50><B>Вульф:<B> Гарно. Але я вбив більше."


"[english]wolfe.WildcatKillReplyAhead1"		"<clr:154,205,50><B>Wolfe:<B> You've got a while to catch up with me, girl."
"wolfe.WildcatKillReplyAhead1"		"<clr:154,205,50><B>Вульф:<B> У тебе ще є трохи часу, щоби наздогнати мене, дівчинко."


"[english]wolfe.WildcatKillReplyBehind0"		"<clr:154,205,50><B>Wolfe:<B> Ah, you're ahead. For now."
"wolfe.WildcatKillReplyBehind0"		"<clr:154,205,50><B>Вульф:<B> Так, ти попереду. Поки що."


"[english]wolfe.WildcatKillReplyBehind1"		"<clr:154,205,50><B>Wolfe:<B> Just warming up. Better get all the kills you can."
"wolfe.WildcatKillReplyBehind1"		"<clr:154,205,50><B>Вульф:<B> Просто розігріваюся. Краще вбий якогомога більше."


"[english]wolfe.WildcatKillReplyBehind2"		"<clr:154,205,50><B>Wolfe:<B> That one back there, that didn't count."
"wolfe.WildcatKillReplyBehind2"		"<clr:154,205,50><B>Вульф:<B> А отой, що позаду, не рахувався."


"[english]wolfe.WolfeKillStart0"		"<clr:154,205,50><B>Wolfe:<B> Watch and learn."
"wolfe.WolfeKillStart0"		"<clr:154,205,50><B>Вульф:<B> Дивись і вчись."


"[english]wolfe.WolfeKillStart1"		"<clr:154,205,50><B>Wolfe:<B> Another one down. I'm unstoppable."
"wolfe.WolfeKillStart1"		"<clr:154,205,50><B>Вульф:<B> І ще один. Мене не зупинити."


"[english]wolfe.WolfeKillReplyAhead0"		"<clr:154,205,50><B>Wolfe:<B> Just learn from the master."
"wolfe.WolfeKillReplyAhead0"		"<clr:154,205,50><B>Вульф:<B> Вчись у професіонала."


"[english]wolfe.WolfeKillReplyBehind0"		"<clr:154,205,50><B>Wolfe:<B> There's still plenty of time."
"wolfe.WolfeKillReplyBehind0"		"<clr:154,205,50><B>Вульф:<B> Все одно ще купа часу."


"[english]wolfe.WolfeKillReplyBehind1"		"<clr:154,205,50><B>Wolfe:<B> It's not the count, it's the style."
"wolfe.WolfeKillReplyBehind1"		"<clr:154,205,50><B>Вульф:<B> Суть не в кількості, а у стилі."


"[english]wolfe.Misc0"		"<clr:154,205,50><B>Wolfe:<B> Cover my back, Crash."
"wolfe.Misc0"		"<clr:154,205,50><B>Вульф:<B> Прикрий мене, Креше."


"[english]wolfe.Misc1"		"<clr:154,205,50><B>Wolfe:<B> Cover my back, Flynn."
"wolfe.Misc1"		"<clr:154,205,50><B>Вульф:<B> Прикрий мене, Флінне."


"[english]wolfe.Misc2"		"<clr:154,205,50><B>Wolfe:<B> Wildcat, cover my back."
"wolfe.Misc2"		"<clr:154,205,50><B>Вульф:<B> Рисе, прикрий мене."


"[english]wolfe.Misc3"		"<clr:154,205,50><B>Wolfe:<B> You saved my life."
"wolfe.Misc3"		"<clr:154,205,50><B>Вульф:<B> Ти врятував мені життя."


"[english]wolfe.Reloading0"		"<clr:154,205,50><B>Wolfe:<B> Reloading! Cover me."
"wolfe.Reloading0"		"<clr:154,205,50><B>Вульф:<B> Перезаряджаюсь! Прикрийте."


"[english]wolfe.Reloading1"		"<clr:154,205,50><B>Wolfe:<B> Reloading."
"wolfe.Reloading1"		"<clr:154,205,50><B>Вульф:<B> Перезаряджаюсь."


"[english]wolfe.Reloading2"		"<clr:154,205,50><B>Wolfe:<B> Reload."
"wolfe.Reloading2"		"<clr:154,205,50><B>Вульф:<B> Перезарядка."


"[english]wolfe.SentryInPlace0"		"<clr:154,205,50><B>Wolfe:<B> Sentry on-line."
"wolfe.SentryInPlace0"		"<clr:154,205,50><B>Вульф:<B> Турель активована."


"[english]wolfe.SentryInPlace1"		"<clr:154,205,50><B>Wolfe:<B> Show em what you got, old Betty."
"wolfe.SentryInPlace1"		"<clr:154,205,50><B>Вульф:<B> Старенька Бетті, покажи їм, на що ти здатна."


"[english]wolfe.Ammo0"		"<clr:154,205,50><B>Wolfe:<B> I need some ammo here."
"wolfe.Ammo0"		"<clr:154,205,50><B>Вульф:<B> Мені потрібно трохи набоїв."


"[english]wolfe.Medkit0"		"<clr:154,205,50><B>Wolfe:<B> Get that med kit."
"wolfe.Medkit0"		"<clr:154,205,50><B>Вульф:<B> Беріть аптечку."


"[english]wolfe.Medkit1"		"<clr:154,205,50><B>Wolfe:<B> Med kit."
"wolfe.Medkit1"		"<clr:154,205,50><B>Вульф:<B> Аптечка."


"[english]wolfe.Medkit2"		"<clr:154,205,50><B>Wolfe:<B> There's a med kit."
"wolfe.Medkit2"		"<clr:154,205,50><B>Вульф:<B> Тут аптечка."


"[english]wolfe.Thanks0"		"<clr:154,205,50><B>Wolfe:<B> Hey, thanks."
"wolfe.Thanks0"		"<clr:154,205,50><B>Вульф:<B> О, дякую."


"[english]wolfe.Thanks1"		"<clr:154,205,50><B>Wolfe:<B> Honestly, thank you."
"wolfe.Thanks1"		"<clr:154,205,50><B>Вульф:<B> Щиро дякую."


"[english]wolfe.Thanks2"		"<clr:154,205,50><B>Wolfe:<B> Thanks"
"wolfe.Thanks2"		"<clr:154,205,50><B>Вульф:<B> Дякую."


"[english]wolfe.Thanks3"		"<clr:154,205,50><B>Wolfe:<B> Thanks to you."
"wolfe.Thanks3"		"<clr:154,205,50><B>Вульф:<B> Дякую тобі."


"[english]wolfe.Thanks4"		"<clr:154,205,50><B>Wolfe:<B> Thank you."
"wolfe.Thanks4"		"<clr:154,205,50><B>Вульф:<B> Дяка."


"[english]wolfe.Thanks5"		"<clr:154,205,50><B>Wolfe:<B> Yeah, thanks."
"wolfe.Thanks5"		"<clr:154,205,50><B>Вульф:<B> Так, дякую."


"[english]wolfe.Question0"		"<clr:154,205,50><B>Wolfe:<B> Hmmm."
"wolfe.Question0"		"<clr:154,205,50><B>Вульф:<B> Гм-м-м."


"[english]wolfe.Question1"		"<clr:154,205,50><B>Wolfe:<B> Hmmm?"
"wolfe.Question1"		"<clr:154,205,50><B>Вульф:<B> Гм-м-м?"


"[english]wolfe.Question2"		"<clr:154,205,50><B>Wolfe:<B> Hmmm."
"wolfe.Question2"		"<clr:154,205,50><B>Вульф:<B> Гм-м-м."


"[english]wolfe.Question3"		"<clr:154,205,50><B>Wolfe:<B> What?"
"wolfe.Question3"		"<clr:154,205,50><B>Вульф:<B> Що?"


"[english]wolfe.Question4"		"<clr:154,205,50><B>Wolfe:<B> What?"
"wolfe.Question4"		"<clr:154,205,50><B>Вульф:<B> Що?"


"[english]wolfe.Question5"		"<clr:154,205,50><B>Wolfe:<B> What?"
"wolfe.Question5"		"<clr:154,205,50><B>Вульф:<B> Що?"


"[english]wolfe.Question6"		"<clr:154,205,50><B>Wolfe:<B> What?"
"wolfe.Question6"		"<clr:154,205,50><B>Вульф:<B> Що?"


"[english]wolfe.Question7"		"<clr:154,205,50><B>Wolfe:<B> What is it?"
"wolfe.Question7"		"<clr:154,205,50><B>Вульф:<B> Що таке?"


"[english]wolfe.Question8"		"<clr:154,205,50><B>Wolfe:<B> What now?"
"wolfe.Question8"		"<clr:154,205,50><B>Вульф:<B> Що тепер?"


"[english]wolfe.Question9"		"<clr:154,205,50><B>Wolfe:<B> What's going on?"
"wolfe.Question9"		"<clr:154,205,50><B>Вульф:<B> Що відбувається?"


"[english]wolfe.CallSarge0"		"<clr:154,205,50><B>Wolfe:<B> Hey, Sarge."
"wolfe.CallSarge0"		"<clr:154,205,50><B>Вульф:<B> Агов, сержанте."


"[english]wolfe.CallSarge1"		"<clr:154,205,50><B>Wolfe:<B> Sarge."
"wolfe.CallSarge1"		"<clr:154,205,50><B>Вульф:<B> Сержанте."


"[english]wolfe.CallSarge2"		"<clr:154,205,50><B>Wolfe:<B> Where's Sarge?"
