"lang"
{
"Language"	"german"
"RD_SPEEDRUN_RES_RESEARCH_7_DESC"	"Complete Research 7 within 2:30 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_RES_MINING_CAMP_DESC"	"Complete Illyn Forest within 3:40 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_RES_MINES_DESC"	"Complete Jericho Mines within 3:30 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_AREA9800_LZ_DESC"	"Complete Landing Zone within 2:35 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_AREA9800_PP1_DESC"	"Complete Cooling Pump within 2:05 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_AREA9800_PP2_DESC"	"Complete Power Generator within 2:25 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_AREA9800_WL_DESC"	"Complete Wastelands within 1:35 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TFT_DESERT_OUTPOST_DESC"	"Complete Insertion Point within 2:48 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TFT_ABANDONED_MAINTENANCE_DESC"	"Complete Abandoned Maintenance Tunnels within 2:22 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TFT_SPACEPORT_DESC"	"Complete Oasis Colony Spaceport within 4:24 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_DC_OMEGA_CITY_DESC"	"Complete Omega City within 5:00 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_DC_BREAKING_AN_ENTRY_DESC"	"Complete Breaking an Entry within 4:00 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_DC_SEARCH_AND_RESCUE_DESC"	"Complete Search and Rescue within 6:30 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_MIDNIGHT_PORT_DESC"	"Complete Midnight Port within 2:25 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_ROAD_TO_DAWN_DESC"	"Complete Road to Dawn within 4:08 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_ARCTIC_INFILTRATION_DESC"	"Complete Arctic Infiltration within 2:12 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_AREA9800_DESC"	"Complete Area9800 Landingzone within 2:28 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_COLD_CATWALKS_DESC"	"Complete Cold Catwalks within 2:10 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_YANAURUS_MINE_DESC"	"Complete Yanaurus Mine within 3:23 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_FACTORY_DESC"	"Complete The Factory within 3:30 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_COM_CENTER_DESC"	"Complete Communication Center within 3:21 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_TIL_SYNTEK_HOSPITAL_DESC"	"Complete SynTek Hospital within 2:42 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_LAN_BRIDGE_DESC"	"Complete Lana's Bridge within 2:37 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_LAN_SEWER_DESC"	"Complete Lana's Sewer within 2:25 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_LAN_MAINTENANCE_DESC"	"Complete Lana's Maintenance within 2:16 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_LAN_VENT_DESC"	"Complete Lana's Vents within 2:48 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_LAN_COMPLEX_DESC"	"Complete Lana's Complex within 4:48 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_REDUCTION_1_DESC"	"Complete Mission 1 within [minutes:seconds] on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_REDUCTION_2_DESC"	"Complete Mission 2 within [minutes:seconds] on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_REDUCTION_3_DESC"	"Complete Mission 3 within [minutes:seconds] on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_REDUCTION_4_DESC"	"Complete Mission 4 within [minutes:seconds] on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_REDUCTION_5_DESC"	"Complete Mission 5 within [minutes:seconds] on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_REDUCTION_6_DESC"	"Complete Mission 6 within [minutes:seconds] on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_PAR_UNEXPECTED_ENCOUNTER_DESC"	"Complete Unexpected Encounter within 1:05 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_PAR_HOSTILE_PLACES_DESC"	"Complete Hostile Places within 1:20 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_PAR_CLOSE_CONTACT_DESC"	"Complete Close Contact within 1:10 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_PAR_HIGH_TENSION_DESC"	"Complete High Tension within 3:50 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_PAR_CRUCIAL_POINT_DESC"	"Complete Crucial Point within 3:00 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_ORI_REFINERY_DESC"	"Complete Niosa Refinery within 3:22 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_ORI_ANOMALY_DESC"	"Complete First Anomaly within 3:00 on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_NH_LOGISTICS_AREA_DESC"	"Complete Logistics Area within X:XX on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_NH_PLATFORM_XVII_DESC"	"Complete Platform XVII within X:XX on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_NH_GROUNDWORK_LABS_DESC"	"Complete Groundwork Labs within X:XX on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_BIO_OPERATION_X5_DESC"	"Complete Operation x5 within X:XX on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_BIO_INVISIBLE_THREAT_DESC"	"Complete Invisible Threat within X:XX on Normal difficulty or harder without any marines dying."
"RD_SPEEDRUN_BIO_BIOGEN_LABS_DESC"	"Complete BioGen Labs within X:XX on Normal difficulty or harder without any marines dying."
"ASW_CAMPAIGN_NO_DEATHS_DESC"	"Schließen Sie die Jacob's Rest Kampagne auf dem Schwierigkeitsgrad Normal oder höher ab, ohne dass ein Marine stirbt."
"RD_CAMPAIGN_NO_DEATHS_OCS_DESC"	"Complete the Operation Cleansweep campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_RES_DESC"	"Complete the Research 7 campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_AREA9800_DESC"	"Complete the Area 9800 campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_TFT_DESC"	"Complete the Tears for Tarnor campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_DC_DESC"	"Complete the Dead City campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_TIL_DESC"	"Complete the Tilarus-5 campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_LAN_DESC"	"Complete the Lana's Escape campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_REDUCTION_DESC"	"Complete the Reduction campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_PAR_DESC"	"Complete the Paranoia campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_ORI_DESC"	"Complete the Orion's Threat campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_NH_DESC"	"Complete the Nam Humanum campaign on Normal difficulty or harder without any marines dying."
"RD_CAMPAIGN_NO_DEATHS_BIO_DESC"	"Complete the BioGen Corporation campaign on Normal difficulty or harder without any marines dying."
"ASW_MISSION_NO_DEATHS_DESC"	"Schließen Sie eine Mission auf der Schwierigkeitsstufe Normal oder schwerer ab, ohne dass ein Marine stirbt."
"RD_GAS_GRENADE_KILLS_DESC"	"Kill 500 Swarm with Gas Grenades."
"RD_HEAVY_RIFLE_KILLS_DESC"	"Kill 500 Swarm with the Heavy Rifle."
"RD_MEDICAL_SMG_KILLS_DESC"	"Kill 500 Swarm with the Medical SMG."
"RD_NH_BONUS_OBJECTIVE_DESC"	"In Groundwork Labs, upload prohibited data to the ship."
"ASW_Custom_Music_Col_Genre"	"Genre"
"ASW_Custom_Music_Col_Artist"	"Interpret"
"ASW_Custom_Music_Col_Album"	"Album"
"nb_onslaught_title"	"Ansturm"
"nb_friendly_fire_title"	"Freundbeschuss"
"asw_difficulty_imba"	"Brutal"
"asw_hardcore_ff"	"Hardcore-Freundbeschuss"
"asw_enabled_onslaught"	"%s1 hat den Ansturmsmodus aktiviert."
"asw_disabled_onslaught"	"%s1 hat den Ansturmsmodus deaktiviert."
"asw_enabled_hardcoreff"	"%s1 hat Hardcore-Freundbeschuss aktiviert."
"asw_disabled_hardcoreff"	"%s1 hat Hardcore-Freundbeschuss deaktiviert."
"asw_set_difficulty_easy"	"%s1 hat den Schwierigkeitsgrad auf Leicht umgestellt."
"asw_set_difficulty_normal"	"%s1 hat den Schwierigkeitsgrad auf Normal umgestellt."
"asw_set_difficulty_hard"	"%s1 hat den Schwierigkeitsgrad auf Schwer umgestellt."
"asw_set_difficulty_insane"	"%s1 hat den Schwierigkeitsgrad auf Wahnsinnig umgestellt."
"asw_set_difficulty_imba"	"%s1 hat den Schwierigkeitsgrad auf Brutal umgestellt."
"rd_round_ends_in"	"Round ends in %s1..."
"rd_instagib_activated"	"InstaGib game mode is activated"
"rd_instagib_deactivated"	"InstaGib game mode is deactivated"
"rd_gungame_activated"	"Gun Game game mode is activated"
"rd_gungame_deactivated"	"Gun Game game mode is deactivated"
"rd_schedule_event"	"Schedule Game Event"
"rd_leave_feedback"	"Feedback"
"rd_str_schedule_event"	"Schedule a Game Event"
"rd_schedule_event_information"	"Join this steam group and schedule a game event \n"
"rd_str_change_team"	"CHANGE TEAM"
"rd_str_team"	"Team:  %s1"
"rd_str_press_jump_to_respawn"	"- PRESS 'JUMP' TO RESPAWN -"
"rd_str_press_m_select_marine"	"Press 'm' to select marine"
"rd_str_respawning_in"	"Respawning in %s1..."
"rd_str_rotatecameraleft"	"Rotate camera counterclockwise"
"rd_str_rotatecameraright"	"Rotate camera clockwise"
"rd_str_selectloadout"	"Select marine\loadout(for PvP game modes)"
"rd_str_drop_extra"	"Drop offhand item"
"rd_weapon_deagle"	"Desert Eagle"
"rd_weaponl_deagle"	"Desert Eagle"
"rd_wdesc_deagle"	"The Desert Eagle pistol fires 12.7×33mm rounds and is capable of destroying a Swarm drone in a single shot. Crouching improves accuracy."
"rd_weapon_deagle_attributes"	"High Damage"
"rd_ui_select_challenge"	"Challenge"
"rd_challenge_name_0"	"Disabled"
"rd_challenge_desc_0"	"No special challenge"
"rd_challenge_name_asbi"	"ASBI"
"rd_challenge_desc_asbi"	"Significantly increases difficulty by increasing aliens' speed and number, adding more frequent hordes, and forcing hardcore friendly fire."
"rd_challenge_name_difficulty_tier1"	"Difficulty Tier 1"
"rd_challenge_name_difficulty_tier2"	"Difficulty Tier 2"
"rd_challenge_desc_difficulty_tier1"	"Adds 5 difficulty levels higher than Brutal. Easy means Brutal + 1, Normal is Brutal + 2 and so on. Aliens' speed, health and damage are proportionally increased with each next difficulty level."
"rd_challenge_desc_difficulty_tier2"	"Adds 5 difficulty levels higher than Difficulty Tier 1."
"rd_challenge_disabled"	"Challenge disabled"
"rd_challenge_enabled"	"Challenge enabled: %s1"
"rd_weapon_devastator"	"Devastator"
"rd_weaponl_devastator"	"IAF HAS42 Devastator"
"rd_wdesc_devastator"	"The IAF HAS42 Devastator is a fully automatic close range heavy assault shotgun. IAF standard ammunition loadout provides for 12-gauge rounds. Special Weapons training is required. Its devastating power makes it ideal for taking out large groups of hostile targets in close range."
"rd_weapon_devastator_attributes"	"Close range. High damage"
"rd_weapon_combat_rifle"	"Combat Rifle"
"rd_weaponl_combat_rifle"	"22A4-2 Combat Rifle"
"rd_wdesc_combat_rifle"	"The 22A4-2 Combat Rifle is similar to the 22A3-1 Assault Rifle but instead of the underslung grenade launcher it is equipped by an underslung shotgun attachment for situations when enemy is way too close to you to use the grenade launcher. When multiple foes are close to you use the high powered shotgun blast to take them down. High damage and wide spread does the trick."
"rd_weapon_combat_rifle_altfire"	"Shotshells"
"rd_weapon_combat_rifle_attributes"	""
"rd_bloom_detail"	"Bloom"
"rd_bloom_detail_tooltip"	"Changes the amount of bloom"
"rd_bloom_high"	"High"
"rd_bloom_high_tip"	"The amount of bloom the level designer decided to be in this map"
"rd_bloom_medium"	"Medium"
"rd_bloom_medium_tip"	"50% of designed bloom amount"
"rd_bloom_low"	"Low"
"rd_bloom_low_tip"	"25% of designed bloom amount"
"rd_bloom_none"	"None"
"rd_bloom_none_tip"	"Disable bloom at all"
"GameUI_DepthBlur"	"Depth Blur"
"rdui_game_mode_title"	"Game Mode"
"rdui_deathmatch_title"	"Deathmatch"
"rdui_deathmatch_tooltip"	"Spawn, find gun, kill everything that moves. Remember! Sarge is OP"
"rdui_gungame_title"	"Gun Game"
"rdui_gungame_tooltip"	"Spawn, kill, get new gun for each kill"
"rdui_instagib_title"	"InstaGib"
"rdui_instagib_tooltip"	"One hit = one kill, easy. Remember Crash is OP with railgun"
"rdui_tdm_title"	"Team Deathmatch"
"rdui_tdm_tooltip"	"Your team mates have names and healthbar, don't shoot at them!"
"rd_mainmenu_workshop"	"WORKSHOP"
"rd_mainmenu_workshop_tip"	"Find new campaigns and challenges on the Steam Workshop"
"rd_mainmenu_workshop_browse"	"Browse"
"rd_mainmenu_workshop_manage"	"Manage"
"workshop_restart_for_update"	"Restart Reactive Drop to update"
"workshop_stat_tags"	"Tags: %s1"
"workshop_stat_author"	"By %s1"
"workshop_stat_play_sessions"	"Played %s1 times worldwide"
"workshop_stat_play_sessions_1"	"Played %s1 time worldwide"
"workshop_stat_play_time_hours"	"Played for %s1 hours worldwide"
"workshop_stat_play_time_hours_1"	"Played for %s1 hour worldwide"
"workshop_stat_play_time_minutes"	"Played for %s1 minutes worldwide"
"workshop_stat_play_time_minutes_1"	"Played for %s1 minute worldwide"
"workshop_stat_play_time_seconds"	"Played for %s1 seconds worldwide"
"workshop_stat_play_time_seconds_1"	"Played for %s1 second worldwide"
"workshop_stat_current_subscribers"	"%s1 current subscribers"
"workshop_stat_current_subscribers_1"	"%s1 current subscriber"
"workshop_stat_unique_viewers"	"%s1 unique workshop views"
"workshop_stat_unique_viewers_1"	"%s1 unique workshop view"
"workshop_stat_updated_date"	"Last updated on %s1"
"workshop_stat_updated_time"	"Last updated today at %s1"
"workshop_download_from_workshop"	"Available on the Steam Workshop"
"workshop_number_in_queue"	"In queue: %s1"
"rd_workshop_dummy_item"	"New Workshop Add-on"
"rd_workshop_published_addons"	"Published Workshop Add-ons"
"rd_workshop_waiting_for_addon_list"	"Waiting for add-on list..."
"rd_workshop_create_addon"	"CREATE NEW ADD-ON"
"rd_workshop_choose_vpk"	"Select VPK"
"rd_workshop_choose_vpk_size"	"Select VPK (%s1 MB)"
"rd_workshop_editing_preview"	"Preview Icon: (16:9 aspect ratio, max 1 MB)"
"rd_workshop_choose_jpeg"	"Select JPEG"
"rd_workshop_editing_title"	"Title:"
"rd_workshop_editing_description"	"Description:"
"rd_workshop_editing_tags"	"Tags: (separated by commas)"
"rd_workshop_editing_change_description"	"Change Log:"
"rd_workshop_edit_addon"	"EDIT"
"rd_workshop_cancel_edit"	"CANCEL"
"rd_workshop_submit_edit"	"SUBMIT"
"rd_workshop_open"	"OPEN"
"rd_workshop_creating_item"	"Creating item..."
"rd_workshop_update_status_invalid"	"Processing update..."
"rd_workshop_update_status_preparing_config"	"Preparing configuration..."
"rd_workshop_update_status_preparing_content"	"Preparing content..."
"rd_workshop_update_status_uploading_content"	"Uploading content..."
"rd_workshop_update_status_uploading_preview_file"	"Uploading preview file..."
"rd_workshop_update_status_committing_changes"	"Committing changes..."
"rd_workshop_retrieving_item_details"	"Retrieving item details..."
"rd_workshop_downloading"	"Downloading... (%s1%)"
"rd_workshop_error_title"	"Workshop Error"
"rd_workshop_error_update_preview"	"Failed to update preview icon."
"rd_workshop_error_update_content"	"Failed to update VPK."
"rd_workshop_error_update_tags"	"Failed to update tags."
"rd_workshop_error_update_title"	"Failed to update title."
"rd_workshop_error_update_description"	"Failed to update description."
"rd_workshop_error_unknown"	"Unknown error."
"rd_workshop_error_disallowed_filenames"	"VPK contains disallowed filenames"
"rd_workshop_error_io_failure"	"Connection timed out."
"rd_workshop_error_insufficient_privilege"	"You are not allowed to upload workshop add-ons."
"rd_workshop_error_timeout"	"Workshop operation took longer than expected."
"rd_workshop_error_not_logged_on"	"Steam login timed out."
"rd_workshop_error_jpeg_size_limit"	"Preview images must be 1 MB or less."
"asw_weapon_healampgun"	"Medical Amplifier Gun"
"asw_weaponl_healampgun"	"IAF Medical Amplifier Gun"
"asw_weapon_healampgun_altfire"	"Amplifies damage of a single marine"
"asw_weapon_healampgun_attributes"	"Mobile Healing and Amplification"
"asw_wdesc_healampgun"	"This experimental version of the IAF regenerative healing gun can convert the healing charge into electromagnetic field which optimizes weapon of a single marine to fire rounds with increased impact force. Primary fire performs healing while alternate fire does amplification."
"rd_weapon_50calmg"	"50CMG4-1"
"rd_weaponl_50calmg"	""
"rd_wdesc_50calmg"	""
"rd_weapon_50calmg_attributes"	""
//
// Lana's Escape objectives
//
// as_sci1_bridge OBJECTIVES
//
"asw_ob_lanasbridge_1t"	"Get access to the bridge"
"asw_ob_lanasbridge_1"	"Squad, we're getting automated reports that an IAF weapon facility on Planet 137 has activated its security system. With no response from the local head administrator, the IAF are sending us to investigate"
"asw_ob_lanasbridge_1b"	"Extreme caution will be required to cross a field of motion-detecting mines beyond the landing area."
"asw_ob_lanasbridge_1c"	"After that, you'll have to find a way to get access to the bridge."
"asw_ob_lanasbridge_2t"	"Cross the bridge"
"asw_ob_lanasbridge_2"	"Cross the bridge and find a way into the fortress."
"asw_ob_lanasbridge_3t"	"Infiltrate the facility"
"asw_ob_lanasbridge_3"	"You will have to find a way to infiltrate the facility through the waste treatment system."
"asw_ob_lanasbridge_3b"	"A heavy door is blocking the way but with any luck it will be unlocked."
//
// as_sci1_bridge HINTS
//
"asw_hint_lanasbridge_1"	"Find the way to get access to the bridge"
"asw_hint_lanasbridge_2"	"Bridge Authorized"
"asw_hint_lanasbridge_3"	"Cross the bridge"
"asw_hint_lanasbridge_4"	"Mines Detected"
//
// as_sci2_sewer OBJECTIVES
//
"asw_ob_lanassewer_1t"	"Investigate abnormal signatures"
"asw_ob_lanassewer_1"	"Abnormal kinetic signatures are coming from the main area below."
"asw_ob_lanassewer_1b"	"One thing is certain: This cannot be friendly."
"asw_ob_lanassewer_2t"	"Proceed to the maintenance facility"
"asw_ob_lanassewer_2"	"Squad, this place is dangerous. Heavy machinery, pumping systems, and worst of all: huge kinetic signatures on my screens."
"asw_ob_lanassewer_2b"	"Your mission is simple: Make your way to the surface."
//
// as_sci2_sewer HINTS
//
"asw_hint_lanassewer_1"	"Tunnel sealed"
"asw_hint_lanassewer_2"	"Opening..."
//
// as_sci3_maintenance OBJECTIVES
//
"asw_ob_lanasmaintenance_1t"	"Repair any damaged electrical devices"
"asw_ob_lanasmaintenance_1"	"According to the facility system, you will find three damaged electrical devices. Repair all three in order to bring the generator back online."
"asw_ob_lanasmaintenance_2t"	"Get the generator back online"
"asw_ob_lanasmaintenance_2"	"Supply the generator with power in order to activate the door leading to the vents."
"asw_ob_lanasmaintenance_3t"	"Get to the vents"
"asw_ob_lanasmaintenance_3"	"The vent's main access should open once the power comes on. You may have to hold your position during the process."
//
// as_sci3_maintenance HINTS
//
"asw_hint_lanasmaintenance_1"	"No power. Get the generator back online."
"asw_hint_lanasmaintenance_2"	"Generator Failure"
"asw_hint_lanasmaintenance_3"	"Reactivate the generator"
//
// as_sci4_vent OBJECTIVES
//
"asw_ob_lanasvent_1t"	"Find your way out of the vents"
"asw_ob_lanasvent_1"	"Find an exit door leading to the outside."
"asw_ob_lanasvent_2t"	"Input the correct detonation sequence"
"asw_ob_lanasvent_2"	"In order to set off the explosives, you will have to input the correct detonation sequence."
"asw_ob_lanasvent_3t"	"Activate T75"
"asw_ob_lanasvent_3"	"Colonists will have set up explosive charges on the platforms. We have no information regarding the exact location of these charges. Stay on your toes, Marines!"
"asw_ob_lanasvent_4t"	"Escape!"
"asw_ob_lanasvent_4"	"The platforms will be destroyed quickly after the detonation, so proceed to the facility's main complex with haste."
//
// as_sci4_vent HINTS
//
"asw_hint_lanasvent_1"	"Find your way out of the vents"
"asw_hint_lanasvent_2"	"Input the detonation sequence!"
"asw_hint_lanasvent_3"	"Run to the complex!"
//
// as_sci5_complex OBJECTIVES
//
"asw_ob_lanascomplex_1t"	"Obtain security codes"
"asw_ob_lanascomplex_1"	"Download landing security codes in order to allow the Bloodhound to get past automated air defenses and come for extraction."
"asw_ob_lanascomplex_2t"	"Nuclear warhead"
"asw_ob_lanascomplex_2"	"Bring the warhead to the main storage silo."
"asw_ob_lanascomplex_2b"	"You will have to manually guide the nuke through the railway system and get it to her sisters' storage silo, where the swarm has settled in."
"asw_ob_lanascomplex_2c"	"According to gathered intel, we expect the detonator to be already set and locked. Whoever was in charge apparently could not finish the job. You know what to do, Marines!"
"asw_ob_lanascomplex_3t"	"Escape!"
"asw_ob_lanascomplex_3"	"Get aboard the bloodhound for extraction."
"asw_ob_lanascomplex_4t"	"Countdown"
"asw_ob_lanascomplex_4"	"Marines, time is not our ally in this mission."
"asw_no_power_waiting"	"Waiting..."
//
// as_sci5_complex HINTS
//
"asw_hint_lanascomplex_1"	"Nuclear warhead stopped!"
"asw_hint_lanascomplex_2"	"Sentry activated"
//
// End of Lana's Escape text
"rd_ui_4_slots"	"4 Slots"
"rd_ui_4_slots_tt"	"4 players can play on this server"
"rd_ui_8_slots"	"8 Slots"
"rd_ui_8_slots_tt"	"8 players can play on this server"
"rd_ui_max_players"	"MAX PLAYERS"
"asw_chat_died"	"%s1 was killed in action!"
// Area9800 strings
"rd_area9800LZ_ob_destroy"	"Secure the hangar"
"rd_area9800LZ_ob_destroy_d"	"We lost contact with Area9800. Secure the hangar and Investigate for possible anomalies."
"rd_area9800LZ_ob_bridge"	"Activate the bridge"
"rd_area9800LZ_ob_bridge_d"	"Standard isolation procedure should have lowered the bridge. Hack the access panel to pass through *Standard root access AuthCode : z884gdi24sd7fsp*"
"rd_area9800LZ_ob_download"	"Retrieve information from computer"
"rd_area9800LZ_ob_download_d"	"Use the standard optical storage handed off during mission briefing to download all information from the computer."
"rd_area9800LZ_ob_exit"	"Access the Power Plant"
"rd_area9800LZ_ob_exit_d"	"Another security door here before you can access the power plant to continue"
"rd_area9800LZ_debrief"	"Turns out, this is another alien infestation. Team Bravo will secure the site, while your team will move further along. Stay Alert for any possible survivors."
"rd_area9800PP1_ob_generator"	"Start up Backup Generator"
"rd_area9800PP1_ob_generator_d"	"Seems like the power was cut out, this is not part of standard isolation procedure. Whatever the cause you'll need to start the backup generator which will power up doors."
"rd_area9800PP1_ob_inner_facility"	"Access the inner facility"
"rd_area9800PP1_ob_inner_facility_d"	"A bunch of security doors separates your team from the inner facility where the rest of your mission objectives lay. Deal with them."
"rd_area9800PP1_ob_cooling_pump"	"Start up Cooling Pump"
"rd_area9800PP1_ob_cooling_pump_d"	"You're gonna have to restart the main generators now. Those need water cooling."
"rd_area9800PP1_ob_exit"	"Head towards the fuel pump"
"rd_area9800PP1_ob_exit_d"	"Next is the fuel pump for the generator."
"rd_area9800PP1_debrief"	"There's a hell of an infestation out there, your orders are to proceed with the rest of the missions."
"rd_area9800PP2_ob_fuel_pump"	"Start up Fuel Pump"
"rd_area9800PP2_ob_fuel_pump_d"	"Now, that's the fuel pump we were talking about, start it up !"
"rd_area9800PP2_ob_generators"	"Start up Generators"
"rd_area9800PP2_ob_generators_d"	"Cooled & Fueled, time to start the main generators."
"rd_area9800PP2_ob_maincomp"	"Hack Main Computer"
"rd_area9800PP2_ob_maincomp_d"	"With power finally restored head over & hack the mainframe. Retrieve whatever you find. Hope the optical storage survived so far"
"rd_area9800PP2_ob_exit"	"Proceed to the power plant exit"
"rd_area9800PP2_ob_exit_d"	"Time to get out. Head over toward the surface door"
"rd_area9800PP2_debrief"	"We got all the information our science teams wanted, now it's time to get the hell out. Unfortunately Team Bravo couldn't secure the entry any longer, so you'll have to go through the wastelands."
"rd_area9800WL_ob_bridge_gate"	"Open a path to the bridge"
"rd_area9800WL_ob_bridge_gate_d"	"It should get simpler now that you left the heavily infested facility behind you."
"rd_area9800WL_ob_fake_bridge"	"Cross the bridge to the east"
"rd_area9800WL_ob_fake_bridge_d"	"Cross the bridge & rendez vous with Team Bravo at coordinates : 11SPB 05458 21604"
"rd_area9800WL_ob_bridge_failed"	"(FAILED) The bridge exploded. there should be an alternate path"
"rd_area9800WL_ob_small_bridge"	"Lower the walkway"
"rd_area9800WL_ob_muck_gate"	"Open the floodgate"
"rd_area9800WL_ob_exit"	"Leave the Wastelands"
"rd_area9800WL_debrief"	"Mission complete, head over to headquarters for a complete debriefing and rest, don't forget to hand over the optical storage to our science teams. Despite this success, we lost all contact with team Bravo."
// Research 7 strings
"rd_res1_ob_poweron1"	"Restore the power"
"rd_res1_ob_poweron1_d"	"Turn on the backup generator to restore power to the airlock."
"rd_res1_ob_airlock1"	"Open the airlock"
"rd_res1_ob_airlock1_d"	"The airlock is back online, use the panel to open it."
"rd_res1_ob_escape2"	"Access the facility"
"rd_res1_ob_escape2_d"	"Open the airlock door to proceed through the facility."
"rd_res1_ob_escape"	"Proceed into facility"
"rd_res1_ob_escape_d"	"Get inside the Research 7 facility."
"nb_commander_connecting"	"Connecting..."
"rd_out_of_meds"	"%s1 is out of meds."
"nb_leaderboard"	"LEADERBOARD"
"nb_leaderboard_error"	"An error occurred while downloading the leaderboard."
"nb_leaderboard_not_found"	"None of your friends are ranked on this leaderboard!"
"rd_order_marine_hold"	"Order marine hold position"
"rd_challenge_selection_title"	"CHALLENGE"
"rd_challenge_selection_error"	"Error loading challenge data."
"rd_challenge_selection_no_description"	"No description provided."
"rd_challenge_selection_source_official"	"Official Challenge"
"rd_challenge_selection_source_manually_installed"	"Manually Installed"
"rd_challenge_selection_source_workshop"	"Workshop: %s1"
"rd_challenge_selection_author"	"By: %s1"
"rd_challenge_selection_author_official"	"By the Reactive Drop Team"
"rd_ada2_ob_eggs1"	"Clear the area"
"rd_ada2_ob_dead_end1a"	"Scanner shows that the path ahead is most likely blocked"
"rd_ada2_ob_dead_end1b"	"Investigate the blockage and continue the route through industrial complex"
"rd_ada2_ob_dead_end1_t"	"Access the industrial complex"
"rd_ada2_ob_eggs2"	"Deal with even more Swarm Eggs on the way"
"rd_ada2_ob_eggs2_t"	"More Eggs To Destroy"
"rd_ada2_ob_airlockcodeA"	"Download data to access Airloscks."
"rd_ada2_ob_airlockcodeB"	"Then Pass Deeper inside."
"rd_ada2_ob_airlockcode_t"	"Download data and pass Airlocks"
"rd_ada2_ob_dead_end2A"	"Scanner shows strange anomaly on the way"
"rd_ada2_ob_dead_end2B"	"Investigate it."
"rd_ada2_ob_dead_end2_t"	"Anomaly"
"rd_ada2_ob_escapeA"	"Wait for lift to be clear"
"rd_ada2_ob_escapeB"	"and evacuate!"
"rd_ada2_ob_escape_t"	"Emmideately evacuation"
"rd_ada2_debrief"	"Well done team!"
"rd_ada3_ob_antenn1"	"Try to send a signal for evacuation"
"rd_ada3_ob_antenn1_t"	"Investigate nearest satellite"
