"lang"
{
"Language"		"tchinese"
"wolfe.HoldingSouth3"		"<clr:154,205,50>Wolfe：南側就定位。"
"[english]wolfe.HoldingSouth3"		"<clr:154,205,50>Wolfe: South side in place."
"wolfe.HoldingSouth4"		"<clr:154,205,50>Wolfe：南側是我的。"
"[english]wolfe.HoldingSouth4"		"<clr:154,205,50>Wolfe: South side is mine."
"wolfe.HoldingSouth5"		"<clr:154,205,50>Wolfe：南側準備就緒。"
"[english]wolfe.HoldingSouth5"		"<clr:154,205,50>Wolfe: South side standing to."
"wolfe.HoldingEast0"		"<clr:154,205,50>Wolfe：我防守東邊。"
"[english]wolfe.HoldingEast0"		"<clr:154,205,50>Wolfe: Covering east."
"wolfe.HoldingEast1"		"<clr:154,205,50>Wolfe：我負責東側。"
"[english]wolfe.HoldingEast1"		"<clr:154,205,50>Wolfe: Covering east side."
"wolfe.HoldingEast2"		"<clr:154,205,50>Wolfe：東側就定位。"
"[english]wolfe.HoldingEast2"		"<clr:154,205,50>Wolfe: East side in place."
"wolfe.HoldingEast3"		"<clr:154,205,50>Wolfe：東側是我的。"
"[english]wolfe.HoldingEast3"		"<clr:154,205,50>Wolfe: East side is mine."
"wolfe.HoldingEast4"		"<clr:154,205,50>Wolfe：東側準備就緒。"
"[english]wolfe.HoldingEast4"		"<clr:154,205,50>Wolfe: East side standing to."
"wolfe.HoldingEast5"		"<clr:154,205,50>Wolfe：我看著東面。"
"[english]wolfe.HoldingEast5"		"<clr:154,205,50>Wolfe: Got east side."
"wolfe.HoldingWest0"		"<clr:154,205,50>Wolfe：我防守西邊。"
"[english]wolfe.HoldingWest0"		"<clr:154,205,50>Wolfe: Covering west."
"wolfe.HoldingWest1"		"<clr:154,205,50>Wolfe：我負責西側。"
"[english]wolfe.HoldingWest1"		"<clr:154,205,50>Wolfe: Covering west side."
"wolfe.HoldingWest2"		"<clr:154,205,50>Wolfe：我看著西側。"
"[english]wolfe.HoldingWest2"		"<clr:154,205,50>Wolfe: I got west side."
"wolfe.HoldingWest3"		"<clr:154,205,50>Wolfe：西側就定位。"
"[english]wolfe.HoldingWest3"		"<clr:154,205,50>Wolfe: West side in place."
"wolfe.HoldingWest4"		"<clr:154,205,50>Wolfe：西側是我的。"
"[english]wolfe.HoldingWest4"		"<clr:154,205,50>Wolfe: West side is mine."
"wolfe.HoldingWest5"		"<clr:154,205,50>Wolfe：西側準備就緒。"
"[english]wolfe.HoldingWest5"		"<clr:154,205,50>Wolfe: West side standing to."
"wolfe.GotPoint0"		"<clr:154,205,50>Wolfe：我去那裏。"
"[english]wolfe.GotPoint0"		"<clr:154,205,50>Wolfe: I got point."
"wolfe.GotPoint1"		"<clr:154,205,50>Wolfe：我負責那邊。"
"[english]wolfe.GotPoint1"		"<clr:154,205,50>Wolfe: I'll take point."
"wolfe.GotPoint2"		"<clr:154,205,50>Wolfe：正前往指定位置。"
"[english]wolfe.GotPoint2"		"<clr:154,205,50>Wolfe: Taking point."
"wolfe.GotRear0"		"<clr:154,205,50>Wolfe：我來殿後。"
"[english]wolfe.GotRear0"		"<clr:154,205,50>Wolfe: I got the back."
"wolfe.GotRear1"		"<clr:154,205,50>Wolfe：我負責後方。"
"[english]wolfe.GotRear1"		"<clr:154,205,50>Wolfe: I'll cover the back."
"wolfe.GotRear2"		"<clr:154,205,50>Wolfe：我來當後衛。"
"[english]wolfe.GotRear2"		"<clr:154,205,50>Wolfe: Taking rear guard."
"wolfe.RequestSealDoor0"		"<clr:154,205,50>Wolfe：趕快，把門封上。"
"[english]wolfe.RequestSealDoor0"		"<clr:154,205,50>Wolfe: Quick, seal the door."
"wolfe.RequestSealDoor1"		"<clr:154,205,50>Wolfe：把它封上。"
"[english]wolfe.RequestSealDoor1"		"<clr:154,205,50>Wolfe: Seal it up."
"wolfe.RequestSealDoor2"		"<clr:154,205,50>Wolfe：封上它。我們可不想那些玩意進到這來。"
"[english]wolfe.RequestSealDoor2"		"<clr:154,205,50>Wolfe: Seal it up. We don't want those things getting in here."
"wolfe.RequestSealDoor3"		"<clr:154,205,50>Wolfe：把門焊上。"
"[english]wolfe.RequestSealDoor3"		"<clr:154,205,50>Wolfe: Secure the door."
"wolfe.RequestCutDoor0"		"<clr:154,205,50>Wolfe：切開它。"
"[english]wolfe.RequestCutDoor0"		"<clr:154,205,50>Wolfe: Cut it open."
"wolfe.RequestCutDoor1"		"<clr:154,205,50>Wolfe：把門弄開。"
"[english]wolfe.RequestCutDoor1"		"<clr:154,205,50>Wolfe: Get the door open."
"wolfe.RequestCutDoor2"		"<clr:154,205,50>Wolfe：妳還在等什麽？把門弄開！"
"[english]wolfe.RequestCutDoor2"		"<clr:154,205,50>Wolfe: What are you waiting for? Get it open!"
"wolfe.RequestShootDoor0"		"<clr:154,205,50>Wolfe：把它轟開。"
"[english]wolfe.RequestShootDoor0"		"<clr:154,205,50>Wolfe: Blast it open."
"wolfe.RequestShootDoor1"		"<clr:154,205,50>Wolfe：哦耶，把這門轟到地獄去！"
"[english]wolfe.RequestShootDoor1"		"<clr:154,205,50>Wolfe: Oh yeah, let's blast this door to hell!"
"wolfe.RequestShootDoor2"		"<clr:154,205,50>Wolfe：好吧，把這門轟到地獄裏去。"
"[english]wolfe.RequestShootDoor2"		"<clr:154,205,50>Wolfe: Okay, let's blast this door to hell."
"wolfe.RequestShootDoor3"		"<clr:154,205,50>Wolfe：把它射開。"
"[english]wolfe.RequestShootDoor3"		"<clr:154,205,50>Wolfe: Shoot it open."
"wolfe.CuttingDoor0"		"<clr:154,205,50>Wolfe：我馬上就能把它弄開。"
"[english]wolfe.CuttingDoor0"		"<clr:154,205,50>Wolfe: I'll have it open in no time."
"wolfe.CuttingDoor1"		"<clr:154,205,50>Wolfe：收到，開始切門。"
"[english]wolfe.CuttingDoor1"		"<clr:154,205,50>Wolfe: Roger, cutting door."
"wolfe.CuttingDoor2"		"<clr:154,205,50>Wolfe：收到。現開始切門。"
"[english]wolfe.CuttingDoor2"		"<clr:154,205,50>Wolfe: Roger that. Cutting door."
"wolfe.CuttingDoor3"		"<clr:154,205,50>Wolfe：正在切門。"
"[english]wolfe.CuttingDoor3"		"<clr:154,205,50>Wolfe: Cutting door."
"wolfe.SealingDoor0"		"<clr:154,205,50>Wolfe：好的，正在焊門。"
"[english]wolfe.SealingDoor0"		"<clr:154,205,50>Wolfe: Okay, sealing door."
"wolfe.SealingDoor1"		"<clr:154,205,50>Wolfe：把這扇門焊的嚴嚴實實。"
"[english]wolfe.SealingDoor1"		"<clr:154,205,50>Wolfe: Sealing door nice and tight."
"wolfe.SealingDoor2"		"<clr:154,205,50>Wolfe：正在封門。"
"[english]wolfe.SealingDoor2"		"<clr:154,205,50>Wolfe: Securing door."
"wolfe.SealingDoor3"		"<clr:154,205,50>Wolfe：我正在封門。"
"[english]wolfe.SealingDoor3"		"<clr:154,205,50>Wolfe: Wolfe sealing door."
"wolfe.Biomass0"		"<clr:154,205,50>Wolfe：生物質體。夥計，我討厭這玩意。"
"[english]wolfe.Biomass0"		"<clr:154,205,50>Wolfe: Biomass. Man, I hate this shit."
"wolfe.Biomass1"		"<clr:154,205,50>Wolfe：嘿，這裏有些粘粘糊糊的東西。"
"[english]wolfe.Biomass1"		"<clr:154,205,50>Wolfe: Hey, there's some of that gooey stuff here."
"wolfe.Biomass2"		"<clr:154,205,50>Wolfe：一堆生物質體！把它都燒掉。"
"[english]wolfe.Biomass2"		"<clr:154,205,50>Wolfe: Swarm biomass! Burn it all."
"wolfe.Biomass3"		"<clr:154,205,50>Wolfe：呃。是生物質體。燒了它。"
"[english]wolfe.Biomass3"		"<clr:154,205,50>Wolfe: Ugh. Swarm biomass. Burn it."
"wolfe.Biomass4"		"<clr:154,205,50>Wolfe：這裏有些外太空粘稠物。"
"[english]wolfe.Biomass4"		"<clr:154,205,50>Wolfe: We got some alien goo here."
"wolfe.TimeToLeave0"		"<clr:154,205,50>Wolfe：工作完成。是時候落跑了。"
"[english]wolfe.TimeToLeave0"		"<clr:154,205,50>Wolfe: Job's done. Time to skedaddle."
"wolfe.TimeToLeave1"		"<clr:154,205,50>Wolfe：好了，從這裏離開吧。"
"[english]wolfe.TimeToLeave1"		"<clr:154,205,50>Wolfe: Okay, let's get out of here."
"wolfe.TimeToLeave2"		"<clr:154,205,50>Wolfe：我們在這的工作完成了。"
"[english]wolfe.TimeToLeave2"		"<clr:154,205,50>Wolfe: Our job here is done."
"wolfe.TimeToLeave3"		"<clr:154,205,50>Wolfe：是時候離開了。"
"[english]wolfe.TimeToLeave3"		"<clr:154,205,50>Wolfe: Time to move out."
"wolfe.TimeToLeave4"		"<clr:154,205,50>Wolfe：Whoa。是時候和這地方說再見了。"
"[english]wolfe.TimeToLeave4"		"<clr:154,205,50>Wolfe: Whoa. Time to wave this place goodbye."
"wolfe.TimeToLeave5"		"<clr:154,205,50>Wolfe：Woohoo。是時候和這地方說再見了。"
"[english]wolfe.TimeToLeave5"		"<clr:154,205,50>Wolfe: Woohoo. Time to wave this place goodbye."
"wolfe.TimeToLeave6"		"<clr:154,205,50>Wolfe：好的，讓我們離開這兒。"
"[english]wolfe.TimeToLeave6"		"<clr:154,205,50>Wolfe: Yeah, let's get outta here."
"wolfe.TimeToLeave7"		"<clr:154,205,50>Wolfe：耶，是時候和這地方說再見了。"
"[english]wolfe.TimeToLeave7"		"<clr:154,205,50>Wolfe: Yeah, time to wave this place goodbye."
"wolfe.WatchOut0"		"<clr:154,205,50>Wolfe：當心！"
"[english]wolfe.WatchOut0"		"<clr:154,205,50>Wolfe: Lookout!"
"wolfe.WatchOut1"		"<clr:154,205,50>Wolfe：那邊！"
"[english]wolfe.WatchOut1"		"<clr:154,205,50>Wolfe: There!"
"wolfe.WatchOut2"		"<clr:154,205,50>Wolfe：註意！"
"[english]wolfe.WatchOut2"		"<clr:154,205,50>Wolfe: Watchout!"
"wolfe.Shieldbug0"		"<clr:154,205,50>Wolfe：一隻盾蟲！"
"[english]wolfe.Shieldbug0"		"<clr:154,205,50>Wolfe: A shieldbug!"
"wolfe.Shieldbug1"		"<clr:154,205,50>Wolfe：我的天呀。"
"[english]wolfe.Shieldbug1"		"<clr:154,205,50>Wolfe: Holy shit."
"wolfe.Shieldbug2"		"<clr:154,205,50>Wolfe：這裏有隻盾蟲。"
"[english]wolfe.Shieldbug2"		"<clr:154,205,50>Wolfe: It's a shieldbug."
"wolfe.Shieldbug3"		"<clr:154,205,50>Wolfe：該死，一隻盾蟲！"
"[english]wolfe.Shieldbug3"		"<clr:154,205,50>Wolfe: Shit, a shieldbug!"
"wolfe.ShieldbugHint0"		"<clr:154,205,50>Wolfe：到它後面去。"
"[english]wolfe.ShieldbugHint0"		"<clr:154,205,50>Wolfe: Get behind it."
"wolfe.ShieldbugHint1"		"<clr:154,205,50>Wolfe：快到它後面去。"
"[english]wolfe.ShieldbugHint1"		"<clr:154,205,50>Wolfe: Get behind it quick."
"wolfe.ShieldbugHint2"		"<clr:154,205,50>Wolfe：攻擊它後面！"
"[english]wolfe.ShieldbugHint2"		"<clr:154,205,50>Wolfe: Shoot it in the back!"
"wolfe.ShieldbugHint3"		"<clr:154,205,50>Wolfe：誰用手雷炸了它！"
"[english]wolfe.ShieldbugHint3"		"<clr:154,205,50>Wolfe: Someone grenade it!"
"wolfe.Parasite0"		"<clr:154,205,50>Wolfe：當心！有寄生蟲！"
"[english]wolfe.Parasite0"		"<clr:154,205,50>Wolfe: Lookout! Parasite!"
"wolfe.Parasite1"		"<clr:154,205,50>Wolfe：寄生蟲！"
"[english]wolfe.Parasite1"		"<clr:154,205,50>Wolfe: Parasite!"
"wolfe.Parasite2"		"<clr:154,205,50>Wolfe：有寄生蟲！"
"[english]wolfe.Parasite2"		"<clr:154,205,50>Wolfe: Parasite!"
"wolfe.Parasite3"		"<clr:154,205,50>Wolfe：該死，一隻寄生蟲。"
"[english]wolfe.Parasite3"		"<clr:154,205,50>Wolfe: Shit. A parasite."
"wolfe.Parasite4"		"<clr:154,205,50>Wolfe：註意！有隻寄生蟲。"
"[english]wolfe.Parasite4"		"<clr:154,205,50>Wolfe: Watchout! A parasite."
"wolfe.BeenInfested0"		"<clr:154,205,50>Wolfe：啊！把它從我身上弄走！"
"[english]wolfe.BeenInfested0"		"<clr:154,205,50>Wolfe: Argh! Get it off me!"
"wolfe.BeenInfested2"		"<clr:154,205,50>Wolfe：啊！它在我身上！"
"[english]wolfe.BeenInfested2"		"<clr:154,205,50>Wolfe: Argh! It's on me!"
"wolfe.BeenInfested3"		"<clr:154,205,50>Wolfe：Ahhh！它跑到我身上了！"
"[english]wolfe.BeenInfested3"		"<clr:154,205,50>Wolfe: Ahhh! It's on me!"
"wolfe.BeenInfested4"		"<clr:154,205,50>Wolfe：Gah！把它弄走，把它從我身上弄走！"
"[english]wolfe.BeenInfested4"		"<clr:154,205,50>Wolfe: Gah! Get it off, get it off of me!"
"wolfe.BeenInfested5"		"<clr:154,205,50>Wolfe：把它弄走，把它弄走，把它弄走！"
"[english]wolfe.BeenInfested5"		"<clr:154,205,50>Wolfe: Get it off, get it off, get it off!"
"wolfe.BeenInfested6"		"<clr:154,205,50>Wolfe：把它趕走，把它趕走！"
"[english]wolfe.BeenInfested6"		"<clr:154,205,50>Wolfe: Get it off, get it off!"
"wolfe.BeenInfested8"		"<clr:154,205,50>Wolfe: Huarrgh！給我把它趕走！"
"[english]wolfe.BeenInfested8"		"<clr:154,205,50>Wolfe: Huarrgh! Get it off me!"
"wolfe.BeenInfested9"		"<clr:154,205,50>Wolfe：Huarrgh！它在我身上！"
"[english]wolfe.BeenInfested9"		"<clr:154,205,50>Wolfe: Huarrgh! It's on me!"
"wolfe.BeenInfested10"		"<clr:154,205,50>Wolfe：Yarrrgh！它在我身上！"
"[english]wolfe.BeenInfested10"		"<clr:154,205,50>Wolfe: Yarrrgh! It's on me!"
"wolfe.SwarmEggs0"		"<clr:154,205,50>Wolfe：異形蟲卵。"
"[english]wolfe.SwarmEggs0"		"<clr:154,205,50>Wolfe: Swarm eggs."
"wolfe.SwarmEggs1"		"<clr:154,205,50>Wolfe：有蟲卵。大家註意點。"
"[english]wolfe.SwarmEggs1"		"<clr:154,205,50>Wolfe: Swarm eggs. Watch yourself."
"wolfe.SwarmEggs2"		"<clr:154,205,50>Wolfe：當心。有蟲卵。"
"[english]wolfe.SwarmEggs2"		"<clr:154,205,50>Wolfe: Watch out. Swarm eggs."
"wolfe.Grenade0"		"<clr:154,205,50>Wolfe：閃開點。"
"[english]wolfe.Grenade0"		"<clr:154,205,50>Wolfe: Clear."
"wolfe.Grenade1"		"<clr:154,205,50>Wolfe：快閃開！"
"[english]wolfe.Grenade1"		"<clr:154,205,50>Wolfe: Clear!"
"wolfe.Grenade2"		"<clr:154,205,50>Wolfe：嘗下這個！"
"[english]wolfe.Grenade2"		"<clr:154,205,50>Wolfe: Eat this!"
"wolfe.Grenade3"		"<clr:154,205,50>Wolfe：嘗嘗這個！"
"[english]wolfe.Grenade3"		"<clr:154,205,50>Wolfe: Eat this!"
"wolfe.Grenade4"		"<clr:154,205,50>Wolfe：扔手雷了！"
"[english]wolfe.Grenade4"		"<clr:154,205,50>Wolfe: Fire in the hole!"
"wolfe.Grenade5"		"<clr:154,205,50>Wolfe：當心手雷！"
"[english]wolfe.Grenade5"		"<clr:154,205,50>Wolfe: Grenade!"
"wolfe.AlienTooClose0"		"<clr:154,205,50>Wolfe：把它宰了！"
"[english]wolfe.AlienTooClose0"		"<clr:154,205,50>Wolfe: Get it off!"
"wolfe.AlienTooClose1"		"<clr:154,205,50>Wolfe：我這邊！"
"[english]wolfe.AlienTooClose1"		"<clr:154,205,50>Wolfe: Hostile on me!"
"wolfe.AlienTooClose2"		"<clr:154,205,50>Wolfe：宰了它！"
"[english]wolfe.AlienTooClose2"		"<clr:154,205,50>Wolfe: Kill it!"
"wolfe.AlienTooClose3"		"<clr:154,205,50>Wolfe: 他們沖過來了."
"[english]wolfe.AlienTooClose3"		"<clr:154,205,50>Wolfe: On me."
"wolfe.AlienTooClose4"		"<clr:154,205,50>Wolfe: 過來了,它們過來了!"
"[english]wolfe.AlienTooClose4"		"<clr:154,205,50>Wolfe: On me, on me!"
"wolfe.MadFiring0"		"<clr:154,205,50>Wolfe：來吧，和我幹一架吧！"
"[english]wolfe.MadFiring0"		"<clr:154,205,50>Wolfe: Come on, get a piece of me!"
"wolfe.MadFiring1"		"<clr:154,205,50>Wolfe：Hah！給妳嘗嘗這個。"
"[english]wolfe.MadFiring1"		"<clr:154,205,50>Wolfe: Hah! You want some of this."
"wolfe.MadFiring2"		"<clr:154,205,50>Wolfe：呃，妳想來點嗎？是的，妳想要這個。"
"[english]wolfe.MadFiring2"		"<clr:154,205,50>Wolfe: Hurgh, you want some of this? Yeah, you want some of this."
"wolfe.MadFiring3"		"<clr:154,205,50>Wolfe：喔，好的。向我的朋友問個好吧。"
"[english]wolfe.MadFiring3"		"<clr:154,205,50>Wolfe: Oh, right. Say hello to my friend."
"wolfe.MadFiring4"		"<clr:154,205,50>Wolfe：向我的朋友問個好吧。"
"[english]wolfe.MadFiring4"		"<clr:154,205,50>Wolfe: Say hello to my friend."
"wolfe.MadFiring5"		"<clr:154,205,50>Wolfe：誰還想再來點？Ehahha！"
"[english]wolfe.MadFiring5"		"<clr:154,205,50>Wolfe: Who wants some more? Ehahha!"
"wolfe.MadFiring6"		"<clr:154,205,50>Wolfe：耶，哈哈哈。來嘗嘗這個，妳想來點嗎？"
"[english]wolfe.MadFiring6"		"<clr:154,205,50>Wolfe: Yeah, hahaha. You want some of this, you want some?"
"wolfe.MadFiring7"		"<clr:154,205,50>Wolfe：耶，給妳嘗嘗這個。"
"[english]wolfe.MadFiring7"		"<clr:154,205,50>Wolfe: Yeah, you want some of this."
"wolfe.MadFiring8"		"<clr:154,205,50>Wolfe：耶，haaagh！嘗嘗這個。"
"[english]wolfe.MadFiring8"		"<clr:154,205,50>Wolfe: Yeah, haaagh! You want some of that."
"wolfe.MadFiring9"		"<clr:154,205,50>Wolfe：耶，哈哈哈哈！妳該試試這個。"
"[english]wolfe.MadFiring9"		"<clr:154,205,50>Wolfe: Yeah, hahhh! You want some of this."
"wolfe.MadFiring10"		"<clr:154,205,50>Wolfe：耶，向我的朋友問好。"
"[english]wolfe.MadFiring10"		"<clr:154,205,50>Wolfe: Yeah, say hello to my friend."
"wolfe.MadFiring11"		"<clr:154,205,50>Wolfe：耶哈哈哈。妳想來點嗎？"
"[english]wolfe.MadFiring11"		"<clr:154,205,50>Wolfe: Yehahaha. You want some?"
"wolfe.BreachedDoor0"		"<clr:154,205,50>Wolfe：它們把門沖破了。"
"[english]wolfe.BreachedDoor0"		"<clr:154,205,50>Wolfe: Hostiles through the door."
"wolfe.BreachedDoor1"		"<clr:154,205,50>Wolfe: 他們把門打破了."
"[english]wolfe.BreachedDoor1"		"<clr:154,205,50>Wolfe: They broke it down."
"wolfe.BreachedDoor2"		"<clr:154,205,50>Wolfe: 他們破門而入."
"[english]wolfe.BreachedDoor2"		"<clr:154,205,50>Wolfe: They broke through the door."
"wolfe.BreachedDoor3"		"<clr:154,205,50>Wolfe: 他們把門弄壞了."
"[english]wolfe.BreachedDoor3"		"<clr:154,205,50>Wolfe: They've breached the door."
"wolfe.MarineDown0"		"<clr:154,205,50>Wolfe: 有人倒下了!"
"[english]wolfe.MarineDown0"		"<clr:154,205,50>Wolfe: Bah! Marine down!"
"wolfe.MarineDown1"		"<clr:154,205,50>Wolfe: 天吶,有人倒下了!"
"[english]wolfe.MarineDown1"		"<clr:154,205,50>Wolfe: Gah! Marine down!"
"wolfe.MarineDown2"		"<clr:154,205,50>Wolfe: 有人倒下了!"
"[english]wolfe.MarineDown2"		"<clr:154,205,50>Wolfe: Marine down!"
"wolfe.SmallPain0"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain0"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain1"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain1"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain2"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain2"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain3"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain3"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain4"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain4"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain5"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain5"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain6"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain6"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain7"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain7"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain8"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain8"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain9"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain9"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain10"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain10"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.SmallPain11"		"<clr:154,205,50>Wolfe: [痛苦的叫聲]"
"[english]wolfe.SmallPain11"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.LargePain0"		"<clr:154,205,50>Wolfe: [慘痛的叫聲]"
"[english]wolfe.LargePain0"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.LargePain1"		"<clr:154,205,50>Wolfe: [慘痛的叫聲]"
"[english]wolfe.LargePain1"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.LargePain2"		"<clr:154,205,50>Wolfe: [慘痛的叫聲]"
"[english]wolfe.LargePain2"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.LargePain3"		"<clr:154,205,50>Wolfe: [慘痛的叫聲]"
"[english]wolfe.LargePain3"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.LargePain4"		"<clr:154,205,50>Wolfe: [慘痛的叫聲]"
"[english]wolfe.LargePain4"		"<clr:154,205,50>Wolfe: [Pain]"
"wolfe.Dead0"		"<clr:154,205,50>Wolfe: [死亡時的叫聲]"
"[english]wolfe.Dead0"		"<clr:154,205,50>Wolfe: [Death]"
"wolfe.Dead1"		"<clr:154,205,50>Wolfe: [死亡時的叫聲]"
"[english]wolfe.Dead1"		"<clr:154,205,50>Wolfe: [Death]"
"wolfe.Dead2"		"<clr:154,205,50>Wolfe: [死亡時的叫聲]"
"[english]wolfe.Dead2"		"<clr:154,205,50>Wolfe: [Death]"
"wolfe.Dead3"		"<clr:154,205,50>Wolfe: [死亡時的叫聲]"
"[english]wolfe.Dead3"		"<clr:154,205,50>Wolfe: [Death]"
"wolfe.Dead4"		"<clr:154,205,50>Wolfe: [死亡時的叫聲]"
"[english]wolfe.Dead4"		"<clr:154,205,50>Wolfe: [Death]"
"wolfe.Dead5"		"<clr:154,205,50>Wolfe: [死亡時的叫聲]"
"[english]wolfe.Dead5"		"<clr:154,205,50>Wolfe: [Death]"
"wolfe.Dead6"		"<clr:154,205,50>Wolfe: [死亡時的叫聲]"
"[english]wolfe.Dead6"		"<clr:154,205,50>Wolfe: [Death]"
"wolfe.OnFire0"		"<clr:154,205,50>Wolfe: [驚恐的叫聲]"
"[english]wolfe.OnFire0"		"<clr:154,205,50>Wolfe: [Screaming]"
"wolfe.OnFire1"		"<clr:154,205,50>Wolfe: [驚恐的叫聲]"
"[english]wolfe.OnFire1"		"<clr:154,205,50>Wolfe: [Screaming]"
"wolfe.ActivateStims0"		"<clr:154,205,50>Wolfe: 使用興奮劑!"
"[english]wolfe.ActivateStims0"		"<clr:154,205,50>Wolfe: Activate stims!"
"wolfe.ActivateStims1"		"<clr:154,205,50>Wolfe: 使用興奮劑."
"[english]wolfe.ActivateStims1"		"<clr:154,205,50>Wolfe: Activate the stims."
"wolfe.ActivateStims2"		"<clr:154,205,50>Wolfe: 興奮劑註射."
"[english]wolfe.ActivateStims2"		"<clr:154,205,50>Wolfe: Gimme some stim action."
"wolfe.ActivateStims3"		"<clr:154,205,50>Wolfe: 註射興奮劑!"
"[english]wolfe.ActivateStims3"		"<clr:154,205,50>Wolfe: Hit the stim packs!"
"wolfe.ActivateStims4"		"<clr:154,205,50>Wolfe: 用興奮劑!"
"[english]wolfe.ActivateStims4"		"<clr:154,205,50>Wolfe: Hit the stims!"
"wolfe.ActivateStims5"		"<clr:154,205,50>Wolfe: 興奮劑."
"[english]wolfe.ActivateStims5"		"<clr:154,205,50>Wolfe: Stims."
"wolfe.ActivateStims6"		"<clr:154,205,50>Wolfe: 快註射興奮劑."
"[english]wolfe.ActivateStims6"		"<clr:154,205,50>Wolfe: Stim now."
"wolfe.ComplimentsWildcat0"		"<clr:154,205,50>Wolfe: Cat,殺光他們."
"[english]wolfe.ComplimentsWildcat0"		"<clr:154,205,50>Wolfe: Make em bleed, Cat."
"wolfe.ComplimentsWildcat1"		"<clr:154,205,50>Wolfe: 射得好, Cat.殺光他們."
"[english]wolfe.ComplimentsWildcat1"		"<clr:154,205,50>Wolfe: Good shot, Cat. Bring em down."
"wolfe.ComplimentsWildcat2"		"<clr:154,205,50>Wolfe：射得好，孩子。"
"[english]wolfe.ComplimentsWildcat2"		"<clr:154,205,50>Wolfe: Nice shooting, Kid."
"wolfe.ComplimentsWildcat3"		"<clr:154,205,50>Wolfe: 好槍法, Wildcat."
"[english]wolfe.ComplimentsWildcat3"		"<clr:154,205,50>Wolfe: Good shot, Wildcat."
"wolfe.Impatience0"		"<clr:154,205,50>Wolfe：別管我，就讓我老死在這裏。"
"[english]wolfe.Impatience0"		"<clr:154,205,50>Wolfe: Don't mind me, just dying of old age here."
"wolfe.Impatience1"		"<clr:154,205,50>Wolfe：嘿，別管我。就讓我老死在這裏。"
"[english]wolfe.Impatience1"		"<clr:154,205,50>Wolfe: Hey, don't mind me. Just dying of old age here."
"wolfe.Impatience2"		"<clr:154,205,50>Wolfe: 兄弟,別讓我一直等妳."
"[english]wolfe.Impatience2"		"<clr:154,205,50>Wolfe: Man, don't make me wait all day."
"wolfe.Selection0"		"<clr:154,205,50>Wolfe: 裝彈,鎖定目標."
"[english]wolfe.Selection0"		"<clr:154,205,50>Wolfe: Locked and loaded."
"wolfe.Selection1"		"<clr:154,205,50>Wolfe: 嘿,給我個目標."
"[english]wolfe.Selection1"		"<clr:154,205,50>Wolfe: Gimme a target."
"wolfe.Selection2"		"<clr:154,205,50>Wolfe: 長官."
"[english]wolfe.Selection2"		"<clr:154,205,50>Wolfe: Sir."
"ASWComputer.Startup"		"<clr:238,0,0>基地電腦: SynTek 特大集團."
//BASE COMPUTER
"[english]ASWComputer.Startup"		"<clr:238,0,0>BASE COMPUTER: SynTek Megacorporation."
"ASWComputer.AccessDenied"		"<clr:238,0,0>基地電腦: 拒絕訪問."
"[english]ASWComputer.AccessDenied"		"<clr:238,0,0>BASE COMPUTER: Access Denied."
"ASWComputer.HackComplete"		"<clr:238,0,0>基地電腦: 同意訪問."
"[english]ASWComputer.HackComplete"		"<clr:238,0,0>BASE COMPUTER: Access Granted."
"ASWComputer.AccessDeniedBiohazard1"		"<clr:238,0,0>基地電腦: 設施內發現生化危險,拒絕訪問."
