"lang"
{
"Language"	"tchinese"
"rd_res1_ob_escape2_d" "打開氣閘門裝置以進入設施。"
"rd_res1_ob_escape" "進入設施"
"rd_res1_ob_escape_d" "進入研究設施。"
"nb_commander_connecting" "連接中……"
"rd_out_of_meds" "%s1 沒有醫療補給了。"
"nb_leaderboard" "排行榜"
"nb_leaderboard_error" "下載排行榜數據出現錯誤！"
"nb_leaderboard_not_found" "暫無好友被列在排行榜上！"
"rd_order_marine_hold" "命令士兵堅守原地"
"rd_challenge_selection_title" "挑戰"
"rd_challenge_selection_error" "載入挑戰數據失敗"
"rd_challenge_selection_no_description" "無說明"
"rd_challenge_selection_source_official" "官方挑戰"
"rd_challenge_selection_source_manually_installed" "手動安裝"
"rd_challenge_selection_source_workshop" "創意工坊：%s1"
"rd_challenge_selection_author" "作者：%s1"
"rd_challenge_selection_author_official" "作者：官方團隊"
"rd_ada2_ob_eggs1" "清理這片區域"
"rd_ada2_ob_dead_end1a" "掃描儀顯示前方可能無法通行"
"rd_ada2_ob_dead_end1b" "調查障礙並繼續進入工業建築"
"rd_ada2_ob_dead_end1_t" "進入工業建築"
"rd_ada2_ob_eggs2" "處理路上更多的異形卵"
"rd_ada2_ob_eggs2_t" "摧毀更多的異形卵"
"rd_ada2_ob_airlockcodeA" "下載數據以打開氣閘門。"
"rd_ada2_ob_airlockcodeB" "接下來前往內部。"
"rd_ada2_ob_airlockcode_t" "下載數據並通過氣閘門"
"rd_ada2_ob_dead_end2A" "掃描儀發現了奇怪的東西"
"rd_ada2_ob_dead_end2B" "調查它。"
"rd_ada2_ob_dead_end2_t" "異常"
"rd_ada2_ob_escapeA" "清理電梯"
"rd_ada2_ob_escapeB" "並立即撤離！"
"rd_ada2_ob_escape_t" "立即撤離"
"rd_ada2_debrief" "幹得好，士兵們。"
"rd_ada3_ob_antenn1" "嘗試發出撤離信號"
"rd_ada3_ob_antenn1_t" "檢查附近的衛星"
"rd_ada3_ob_ships1" "檢查附近的艦船，它們或許能幫到你"
"rd_ada3_ob_ships1_t" "借助艦船的支援"
"rd_ada3_ob_ships2" "控制艦船清理道路"
"rd_ada3_ob_ships2_t" "搞定那些箱子"
"rd_ada3_ob_spaceport" "前往太空港口"
"rd_ada3_ob_spaceport_t" "最後的希望"
"rd_ada3_ob_last_antenn" "嘗試重新激活衛星"
"rd_ada3_ob_last_antenn_t" "希望永不破滅"
"rd_ada3_ob_escape" "等待支援飛船的到來"
"rd_ada3_ob_escape2" "撤離到前哨站"
"rd_ada3_ob_escape_t" "逃離"
"rd_ada3_debrief" "幹得好，士兵們。"
"rd_ada4_ob_eggs" "破壞突變異形卵"
"rd_ada3_ob_lost_marineA" "用特殊電子設備定位失去聯系的士兵"
"rd_ada3_ob_lost_marineB" "當心具有放射性的水"
"rd_ada3_ob_lost_marine_t" "嘗試重新激活衛星"
"rd_ada4_ob_escapeA" "到達前哨站"
"rd_ada4_ob_escapeB" "我們需要彈藥和補給"
"rd_ada4_ob_escape_t" "前往前哨站"
"rd_ada4_debrief" "幹得好，士兵們。"
"RD_MainMenu_Training" "訓練"
"[english]RD_MainMenu_Training" "TRAINING"
"RD_MainMenu_Training_Tip" "通過這張訓練地圖了解怎麽玩遊戲"
"[english]RD_MainMenu_Training_Tip" "Learn how to play the game by completing this training map"
"rdui_gamesettings_network_bandwidth" "可接受的最大遊戲帶寬"
"[english]rdui_gamesettings_network_bandwidth" "Max Acceptable Game Traffic Bandwidth"
"rdui_bandwidth_extremely_restricted" "極度受限"
"[english]rdui_bandwidth_extremely_restricted" "Extremely Restricted"
"rdui_bandwidth_384kbps" "384 kbps"
"[english]rdui_bandwidth_384kbps" "384 kbps"
"rdui_bandwidth_512kbps" "512 kbps"
"[english]rdui_bandwidth_512kbps" "512 kbps"
"rdui_bandwidth_768kbps" "768 kbps"
"[english]rdui_bandwidth_768kbps" "768 kbps"
"rdui_bandwidth_1mbps" "1 Mbps"
"[english]rdui_bandwidth_1mbps" "1 Mbps"
"rdui_bandwidth_1_5mbps" "1.5 Mbps"
"[english]rdui_bandwidth_1_5mbps" "1.5 Mbps"
"rdui_bandwidth_2mbps" "2 Mbps"
"[english]rdui_bandwidth_2mbps" "2 Mbps"
"rdui_bandwidth_2_5mbps" "2.5 Mbps"
"[english]rdui_bandwidth_2_5mbps" "2.5 Mbps"
"rdui_bandwidth_3mbps" "3 Mbps"
"[english]rdui_bandwidth_3mbps" "3 Mbps"
"rdui_bandwidth_4mbps" "4 Mbps"
"[english]rdui_bandwidth_4mbps" "4 Mbps"
"rdui_bandwidth_unrestricted" "無限制"
"[english]rdui_bandwidth_unrestricted" "Unrestricted"
"rdui_mainmenu_options_gamesettings" "遊戲設置"
"[english]rdui_mainmenu_options_gamesettings" "Game Settings"
"rdui_gamesettings_deathcam" "死亡特寫"
"[english]rdui_gamesettings_deathcam" "Death Camera"
"rdui_deathcam_disabled" "禁用"
"[english]rdui_deathcam_disabled" "Disabled"
"rdui_deathcam_0" "只有慢鏡頭"
"[english]rdui_deathcam_0" "Slowdown Only"
"rdui_deathcam_1" "電影死亡特寫"
"[english]rdui_deathcam_1" "Cinematic Death Camera"
		"rd_chat_marine_reserved" "此角色被預留，還剩%s1秒"
		"[english]rd_chat_marine_reserved" "This marine is reserved for %s1 seconds"
		"GameUI_Language_Czech" "Czech"
		"[english]GameUI_Language_Czech" "Czech"
		"GameUI_Language_Hungarian" "Hungarian"
		"[english]GameUI_Language_Hungarian" "Hungarian"
		"GameUI_Language_Romanian" "Romanian"
		"[english]GameUI_Language_Romanian" "Romanian"
		"GameUI_Language_Turkish" "Turkish"
		"[english]GameUI_Language_Turkish" "Turkish"
		"GameUI_Language_Ukrainian" "Ukrainian"
		"[english]GameUI_Language_Ukrainian" "Ukrainian"
		"rd_so_appears_title" "出現位置"
		"[english]rd_so_appears_title" "Appears in"
		"rd_so_appears_no_challenge" "無挑戰"
		"[english]rd_so_appears_no_challenge" "No challenge"
		"rd_so_appears_campaign_map" "%s1: %s2"
		"[english]rd_so_appears_campaign_map" "%s1: %s2"
		"rd_so_appears_mission_challenge" "%s1 (%s2)"
		"[english]rd_so_appears_mission_challenge" "%s1 (%s2)"
		"rd_so_appears_everywhere" "幾乎每一關中"
		"[english]rd_so_appears_everywhere" "Nearly every mission"
		"rd_so_appears_difficulty_single" "%s1 (%s2 only)"
		"[english]rd_so_appears_difficulty_single" "%s1 (%s2 only)"
		"rd_so_appears_difficulty_min" "%s1 (%s2 or harder)"
		"[english]rd_so_appears_difficulty_min" "%s1 (%s2 or harder)"
		"rd_so_appears_difficulty_max" "%s1 (%s2 or easier)"
		"[english]rd_so_appears_difficulty_max" "%s1 (%s2 or easier)"
		"rd_so_appears_difficulty_range" "%s1 (%s2 to %s3)"
		"[english]rd_so_appears_difficulty_range" "%s1 (%s2 to %s3)"
		"rd_so_appears_onslaught_only" "%s1 （僅限猛攻）"
		"[english]rd_so_appears_onslaught_only" "%s1 (Onslaught only)"
		"rd_so_alien_drone" "異形蟲"
		"[english]rd_so_alien_drone" "Drone"
		"rd_so_alien_ranger" "異形射手"
		"[english]rd_so_alien_ranger" "Ranger"
		"rd_so_alien_shieldbug" "盾蟲"
		"[english]rd_so_alien_shieldbug" "Shieldbug"
		"rd_so_alien_boomer" "爆破蟲"
		"[english]rd_so_alien_boomer" "Boomer"
		"rd_so_alien_buzzer" "兵蜂"
		"[english]rd_so_alien_buzzer" "Buzzer"
		"rd_so_alien_parasite" "寄生蟲"
		"[english]rd_so_alien_parasite" "Parasite"
		"rd_so_alien_mortarbug" "炮蟲"
		"[english]rd_so_alien_mortarbug" "Mortarbug"
		"rd_so_alien_harvester" "收割者"
		"[english]rd_so_alien_harvester" "Harvester"
		"rd_so_alien_parasite_defanged" "異種螨"
		"[english]rd_so_alien_parasite_defanged" "Xenomite"
		"rd_so_alien_shaman" "醫療蟲"
		"[english]rd_so_alien_shaman" "Shaman"
		"rd_so_alien_biomass" "異形藤蔓"
		"[english]rd_so_alien_biomass" "Biomass"
		"rd_so_alien_grub" "幼蟲"
		"[english]rd_so_alien_grub" "Grub"
		"rd_so_alien_antlionguard" "蟻獅"
		"[english]rd_so_alien_antlionguard" "Antlion Guard"
		"rd_so_alien_carrier_drone" "異形攜帶者"
		"[english]rd_so_alien_carrier_drone" "Carrier Drone"
		"rd_so_alien_summoner_drone" "異形哨兵"
		"[english]rd_so_alien_summoner_drone" "Summoner Drone"
		"rd_so_display_caption_specimen_a" "種類1"
		"[english]rd_so_display_caption_specimen_a" "Specimen A"
		"rd_so_display_caption_specimen_b" "種類2"
		"[english]rd_so_display_caption_specimen_b" "Specimen B"
		"rd_so_display_caption_specimen_c" "種類3"
		"[english]rd_so_display_caption_specimen_c" "Specimen C"
		"rd_so_display_caption_specimen_d" "種類4"
		"[english]rd_so_display_caption_specimen_d" "Specimen D"
		"rd_so_ability_alerts_swarm" "召集大量異形"
		"[english]rd_so_ability_alerts_swarm" "Alerts Swarm"
		"rd_so_ability_attacks_doors" "能擊破門"
		"[english]rd_so_ability_attacks_doors" " Attacks Doors"
		"rd_so_ability_charging_attack" "蓄力攻擊"
		"[english]rd_so_ability_charging_attack" "Charging Attack"
		"rd_so_ability_corrosive_skin" "腐蝕皮膚"
		"[english]rd_so_ability_corrosive_skin" "Corrosive Skin"
		"rd_so_ability_corrosive_spit" "腐蝕性唾液"
		"[english]rd_so_ability_corrosive_spit" "Corrosive Spit"
		"rd_so_ability_explosive_projectiles" "會生成爆炸物"
		"[english]rd_so_ability_explosive_projectiles" "Explosive Projectiles"
		"rd_so_ability_explosive_spawn" "會自爆"
		"[english]rd_so_ability_explosive_spawn" "Explosive Spawn"
		"rd_so_ability_flight" "會飛"
		"[english]rd_so_ability_flight" "Flight"
		"rd_so_ability_harmless" "無害"
		"[english]rd_so_ability_harmless" "Harmless"
		"rd_so_ability_hatches_from_eggs" "從異形卵中孵化"
		"[english]rd_so_ability_hatches_from_eggs" "Hatches from Eggs"
		"rd_so_ability_hatches_from_sacs" "從囊中孵化"
		"[english]rd_so_ability_hatches_from_sacs" "Hatches from Sacs"
		"rd_so_ability_heals_other_aliens" "治療其他異形"
		"[english]rd_so_ability_heals_other_aliens" "Heals Other Aliens"
		"rd_so_ability_immune_to_frontal_attacks" "免疫正面攻擊"
		"[english]rd_so_ability_immune_to_frontal_attacks" "Immune to Frontal Attacks"
		"rd_so_ability_infested_by_parasite" "被寄生蟲感染"
		"[english]rd_so_ability_infested_by_parasite" "Infested by Parasite"
		"rd_so_ability_infests_marines" "感染的士兵"
		"[english]rd_so_ability_infests_marines" "Infests Marines"
		"rd_so_ability_inflates" "會膨脹"
		"[english]rd_so_ability_inflates" "Inflates"
		"rd_so_ability_jumping_attack" "跳躍攻擊"
		"[english]rd_so_ability_jumping_attack" "Jumping Attack"
		"rd_so_ability_knocks_down_marines" "能夠踢到士兵"
		"[english]rd_so_ability_knocks_down_marines" "Knocks Down Marines"
		"rd_so_ability_long_range" "遠程攻擊"
		"[english]rd_so_ability_long_range" "Long Range"
		"rd_so_ability_only_vulnerable_to_fire" "弱火"
		"[english]rd_so_ability_only_vulnerable_to_fire" "Only Vulnerable to Fire"
		"rd_so_ability_overwhelming_numbers" "壓倒性的數量"
		"[english]rd_so_ability_overwhelming_numbers" "Overwhelming Numbers"
		"rd_so_ability_poison_blurs_vision" "有毒性，使視野模糊"
		"[english]rd_so_ability_poison_blurs_vision" "Poison Blurs Vision"
		"rd_so_ability_razor_sharp_claws" "擁有鋒利的爪子"
		"[english]rd_so_ability_razor_sharp_claws" "Razor-Sharp Claws"
		"rd_so_ability_resistant_to_damage" "高防禦"
		"[english]rd_so_ability_resistant_to_damage" "Resistant to Damage"
		"rd_so_ability_suicide_bomber" "自殺性攻擊"
		"[english]rd_so_ability_suicide_bomber" "Suicide Bomber"
		"rd_so_paragraph_drone_0" "普通異形蟲的數量龐大，在每個任務中IAF小隊可以遇到許多，甚至成百上千個這樣的異形。"
		"[english]rd_so_paragraph_drone_0" "Drones make up the bulk of the Swarm's numbers and \"manpower\". Marines can be expected to encounter several dozen of these per mission, and possibly end up killing in the region of several hundred each over the course of a campaign."
		"rd_so_paragraph_drone_1" "普通異形蟲在防禦方面很弱，但它們速度快、攻擊高、數量多，四個巨大的爪子可以造成可怕的傷害。被異形蟲包圍時(特別是無槍情況下)，無論設置的難度有多大，你都有可能死于它們手中。而只有一個異形蟲時則威脅不大，你甚至可以赤手空拳地弄死它。"
		"[english]rd_so_paragraph_drone_1" "Drones are weak in terms of durability, but fast, strong, and numerous. Their four massive claws can inflict horrendous injuries on marines unlucky enough to get hit. Being swarmed by Drones (especially if you have an empty gun and no backup weapon) is a surefire way to end up dead, no matter the difficulty level. A single Drone is only a minor threat to a marine and easily dispatched with gunfire or even a melee attack."
		"rd_so_paragraph_drone_2" "而對付大量的異形蟲其實也不難：與你的隊友抱團在一起，互相掩護，特別是在他們換彈或者被包圍時。"
		"[english]rd_so_paragraph_drone_2" "Countering drones is easy; make your shots count, stick together, and cover your teammates whilst they're reloading or if they're being mobbed."
		"rd_so_paragraph_drone_3" "如果異形蟲被原型步槍或特斯拉加農炮眩暈，它們的移動速度會更慢————這兩種武器都不會眩暈或傷害隊友，所以好好利用這一點吧。讓一群試圖聯合攻擊一名隊員的異形蟲眩暈，可以給他們喘息的時間：讓他們後退、重新裝彈、使用物品等等。"
		"[english]rd_so_paragraph_drone_3" "Drones move more slowly if they're electrified by the Prototype Assault Rifle or Tesla Cannon - neither of which will slow down or harm teammates, so use this to your advantage. Stunning a mob of Drones that are trying to gang up on a squadmate can give them breathing room to backpedal, reload, use items, and so on."
		"rd_so_paragraph_drone_4" "著火的異形蟲將會減速，並在著火時跌跌撞撞。"
		"[english]rd_so_paragraph_drone_4" "Drones on fire, such as from a M868 Flamer Unit will be slowed down and often stop attacking marines and stumble around on fire."
		"rd_so_paragraph_drone_5" "異形蟲也可能非常致命，比如在多人殘酷模式下能兩拳打死一個醫生。並且在此建議，由一名或多名特殊武器專家攜帶迷你機槍來斷後/開路。"
		"[english]rd_so_paragraph_drone_5" "Drones are very lethal on Brutal, as a single hit by their claws can reduce the health of weaker characters (such as medics) by almost half. They're also capable of withstanding a much larger amount of damage, making basic weapons less effective against them. It is highly recommended that at least one player carry a Minigun or Autogun to deal with drone swarms."
		"rd_so_paragraph_ranger_0" "異形射手是爲數不多能進行遠程攻擊的異形之一，它們能在中距離下連吐三法腐蝕性唾液。它們的攻擊力不算很高，而且那些唾液可以被身手敏捷的老兵避開，但數量多起來時仍能造成一個威脅。以及，它們的生命值比普通異形蟲高得多，有時甚至能抗一發榴彈。"
		"[english]rd_so_paragraph_ranger_0" "One of the few swarm lifeforms with a ranged attack, Rangers launch a volley of acidic projectiles over moderate to long distances, harassing squads from afar. Individually they are weak and their projectiles can be evaded by the quick-witted, but they can prove to be a nuisance in numbers or when supported by Drones. Rangers are tougher than Drones and can take quite a beating - on Insane, a Ranger can even survive a direct grenade hit."
		"rd_so_paragraph_ranger_1" "射手在攻擊時要展開四肢，在此狀態下它們無法轉向。你可以利用這個機會來走位，進行躲避，或按一下空格完事。"
		"[english]rd_so_paragraph_ranger_1" "As soon as a Ranger spreads out its limbs, it cannot turn until it has shot in the direction it is currently facing. Use this opportunity to circle around for a melee attack or prepare to roll out of the way of its projectiles."
		"rd_so_paragraph_shieldbug_0" "與大多數蟲子相比，盾蟲能夠吸收大量的傷害，它們有巨大的、有力的四肢。"
		"[english]rd_so_paragraph_shieldbug_0" "Capable of absorbing vast amounts of damage compared to most bugs, Shieldbugs have massive, armoured limbs that give them their name."
		"rd_so_paragraph_shieldbug_1" "殺死盾蟲的最好方法是從後面攻擊，目標是它們身體後面的黃白色菌群。從正面攻擊是無效的，盾蟲有很強的近戰攻擊能力，可以把一個陸戰隊員踢到很遠的距離————所以要小心。"
		"[english]rd_so_paragraph_shieldbug_1" "The best way to kill a Shieldbug is to attack it from behind, aiming for the yellow-white cluster on the rear of their body. Attacking from the front is ineffective, and the Shieldbug has a strong melee attack that can knock a marine a good distance - so be careful."
		"rd_so_paragraph_shieldbug_2" "盾蟲傾向于攻擊一個陸戰隊員(通常是離它們最近的或者攻擊它們的)，然後慢慢地向他們前進。其他的陸戰隊員有(應充分利用)機會在盾蟲分心時殺死它。"
		"[english]rd_so_paragraph_shieldbug_2" "Shieldbugs tend to pick a single marine (typically the one closest to them or the one attacking them) and then advance towards them slowly. The other marines then have (and should make the most of) the opportunity to flank and kill the Shieldbug while it's distracted."
		"rd_so_paragraph_shieldbug_3" "當你孤身一人，而且沒有任何可以擊暈的手榴彈或武器時，唯一可行的策略就是把盾蟲打成防禦模式，等待它攻擊你。這將暫時阻止它轉向你，並允許你攻擊它的背部。"
		"[english]rd_so_paragraph_shieldbug_3" "When you're alone and lack any grenades or weapons that can stun, the only viable strategy to pursue is to draw the shieldbug into his defensive mode and wait for him to strike you. This will momentarily stop him from rotating towards you and allows you to attack his back."
		"rd_so_paragraph_shieldbug_4" "避免在橋或懸崖附近遭遇盾蟲。如果盾蟲設法以正確的角度接近你，它將把你從邊緣擊到湮沒，殺死你，並阻止其它陸戰隊員舔你的裝備包。"
		"[english]rd_so_paragraph_shieldbug_4" "Avoid confronting Shieldbugs near a bridge or cliff. If the Shieldbug manages to connect at the right angle, it will knock you off the edge into oblivion, killing you and preventing fellow marines from scavenging your gear."
		"rd_so_paragraph_boomer_0" "自爆蟲剛生成時可以快速滾動，它的三只大腳即是它們的攻擊武器。"
		"[english]rd_so_paragraph_boomer_0" "Boomers are large tripedal creatures whose sole purpose seems to be to act as a gigantic suicide bomber. Boomers can roll to quickly approach and block a marine's passage."
		"rd_so_paragraph_boomer_1" "如果在一個自爆蟲膨脹前殺死它，那就真是NICE。如果它膨脹，就會自爆並生成一大堆小炸彈，這些小炸彈的威力還算挺高。"
		"[english]rd_so_paragraph_boomer_1" "If a Boomer is killed before it can inflate, it poses little threat to a team, but if it does inflate, killing it will result in the release of several \"bomblet\"-like projectiles that explode after several seconds, inflicting considerable damage to nearby marines in the process."
		"rd_so_paragraph_buzzer_0" "兵蜂這蟲子煩si，整天飛來飛去咬你，讓你短暫中毒視野模糊，像蚊子一樣。它們體積小所以不好打，我真希望能有個電蚊拍。"
		"[english]rd_so_paragraph_buzzer_0" "A small flying insectoid prone to diving down from above, Buzzers are a nuisance, but not a huge threat by themselves. Their ability and capacity to disorient and distract a marine who might otherwise be engaged with other swarm lifeforms makes them troublesome."
		"rd_so_paragraph_buzzer_1" "它們造成的傷害相對較低，但除非使用自動瞄准輔助武器，如22A7-Z原型突擊步槍或S23A SynTek自動步槍，否則很難擊。"
		"[english]rd_so_paragraph_buzzer_1" "They deal relatively low amounts of damage, but present a small target that can be hard to hit unless using a weapon with automatic aim assistance, such as the 22A7-Z Prototype Assault Rifle or S23A SynTek Autogun."
		"rd_so_paragraph_parasite_0" "這種寄生蟲是最危險的群體生命形式之一，因爲在不知情的宿主體內，額外的寄生蟲迅速成熟。如果一個陸戰隊員死于感染，就會有四個額外的寄生蟲將從他們的屍體中爆出。清除感染的唯一方法是治療被感染的陸戰隊員(使用醫療槍或治療裝置)，直到他們血條中的黃色部分消失，或者激活電甲。IAF的個人治療工具（血包）在治療感染方面效果很差，但是一個血包可以讓你多活幾秒鍾，讓醫生有更多的時間來治療你。"
		"[english]rd_so_paragraph_parasite_0" "The Parasite is one of the most dangerous Swarm lifeforms because of the rapid maturation of additional Parasites inside an unwitting host. If a marine dies whilst infested, then four additional Parasites will be ejected from their corpse. The only way to remove infestation is to heal the infested marine (with the Medical Gun or Heal Beacons) until the yellow portion of their health bar is gone, or to activate Electric Charged Armor. IAF Personal Healing Kits are very ineffective at curing infestation, but one kit can keep you alive for a few more seconds and give Medics more time to cure you."
		"rd_so_paragraph_parasite_1" "與它們在遊戲中的棲息地不同，它們的生物棲息地似乎需要一個潮濕的區域，無論是在空氣中還是在任何表面。這似乎是由事實支持，它們的卵蛋會分泌一種令人討厭的液體"
		"[english]rd_so_paragraph_parasite_1" "Contrasting from their in-game habitat, their biological habitat seems to require a moist area, be it in the air or any surface. This seems to be supported by the fact that the eggs they spawn out of contain an unsavory fluid."
		"rd_so_paragraph_mortarbug_0" "炮蟲是一種大型的支援異形，它能在很長的距離內發射三枚高爆炮彈，就像升級版射手。這些彈丸不會立即爆炸，而是粘在地板和牆壁上，然後在大約三秒鍾後爆炸，對附近的任何生物（包括蟲子）造成重大傷害。"
		"[english]rd_so_paragraph_mortarbug_0" "Mortarbugs are large support units that spit a line of three highly explosive projectiles over long distances, like an upgraded version of the Ranger. These projectiles do not explode instantly, but instead stick to the floor and walls, then explode after approximately three seconds, dealing significant damage to anyone nearby."
		"rd_so_paragraph_mortarbug_1" "如果不迅速殺死，它們可以騷擾一整個小隊，並阻止小隊進入一個地區。它們在短距離內基本沒有防禦能力，但是像射手一樣，它們的主要力量是支援其他異形，用炸彈來限制陸戰隊員的移動或者使小隊分開。"
		"[english]rd_so_paragraph_mortarbug_1" "If not killed quickly, they can harass a squad and prevent them from gaining access to an area. They are essentially defenseless at short range, but like Rangers, their main strength is supporting other members of the Swarm, using their bombs to restrict marine movement or split the squad up."
		"rd_so_paragraph_harvester_0" "一個巨大的棕色生物，有一個發光的球囊，收割者是一個支援型單位，它能不斷生成微小的自爆蟲。收割者本身比較脆弱，很容易被殺死，但是像射手和炮蟲一樣，它可以更有效地支援其他外星蟲群，騷擾小隊。"
		"[english]rd_so_paragraph_harvester_0" "A large brownish creature with a glowing bulbous appendage, the Harvester is a support-type unit that spawns tiny suicidal Xenomites instead of attacking the squad directly. The Harvester itself is relatively fragile and easy to kill, but like the Ranger or Mortarbug, it can be much more effective when supporting other Swarm units, harassing Marines whilst Drones distract them."
		"rd_so_paragraph_harvester_1" "收割者應該像炮蟲一樣盡快被幹掉，以減少它們對小隊的影響。當一個收割者被殺死時，它會向空中釋放出幾個自爆蟲，這些自爆蟲會在掉地上並攻擊附近的陸戰隊員。"
		"[english]rd_so_paragraph_harvester_1" "Harvesters should be taken out quickly to minimize the effect they have on a battle, much like the Mortarbug. When a Harvester is killed, it releases several Xenomites that fly straight up in the air before they land and attack nearby marines."
		"rd_so_paragraph_harvester_2" "在收割者著火時，殺死它仍然會釋放小蟲子。"
		"[english]rd_so_paragraph_harvester_2" "Killing the Harvester while it is burning or frozen will also kill the Xenomites it releases upon death."
		"rd_so_paragraph_harvester_3" "雖然它不能直接攻擊，但與收割者的物理接觸的陸戰隊員會受傷。再加上它們每隔幾秒再次生成自爆蟲，對它進行近戰攻擊通常是不明智的。"
		"[english]rd_so_paragraph_harvester_3" "Although it cannot attack directly, physical contact with the Harvester causes damage to marines. Coupled with their ability to produce Xenomites every few seconds, melee attacks against Harvesters are generally ill-advised."
		"rd_so_paragraph_harvester_4" "當受到威脅時，收割者會試圖從戰鬥中撤退，但會繼續生産小蟲子。建議你在一堆小蟲子被生産出來之前就幹掉這個母體。"
		"[english]rd_so_paragraph_harvester_4" "When threatened, the Harvester attempts to retreat from battle but continues to produce Xenomites. It is advised that you persue and destroy the Harvester before too many Xenomites are produced."
		"rd_so_paragraph_parasite_defanged_0" "異形螨是一種紅色和白色相間的小類蟲體，它的攻擊方式是跳躍向一名陸戰隊員，然後爆炸，將目標噴灑在一種腐蝕性物質中。單獨來說，這些小蟲子不會對陸戰隊員構成重大威脅，但是它們的攻擊會把陸戰隊員擊退並使他們迷失方向。"
		"[english]rd_so_paragraph_parasite_defanged_0" "The Xenomite is a small, red and white insectoid that attacks by leaping towards a marine and exploding to shower its target in a corrosive substance. Individually, these Xenomites do not pose a significant threat to a marine, but caution is advised as their attack can knock a marine back and disorient them."
		"rd_so_paragraph_parasite_defanged_1" "盡管在大小、形狀和運動上與寄生蟲相似，但與寄生蟲相比，它們的紅白皮膚很容易被區別出來，而且它的攻擊不能被電甲所抵消。"
		"[english]rd_so_paragraph_parasite_defanged_1" "Although similar in size, shape and movement to the Parasite, the Xenomite can be easily distinguished by its red and white color in contrast to the Parasite's yellow, and its attack cannot be negated with Electric Charged Armor."
		"rd_so_paragraph_biomass_0" "外星藤蔓是一種植物，它由大量的靜態有機機材料構成。"
		"[english]rd_so_paragraph_biomass_0" "\"Biomass\" is a term for large, static formations of organic materials that the Swarm uses to assemble massive hive-like structures. Biomass accumulation is one of the first signs of hive formation, so it must be purged as soon as possible."
		"rd_so_paragraph_biomass_1" "外星藤蔓對子彈、炸彈和近戰攻擊免疫;它只能被燃燒武器(如M868噴火器，複仇者燃燒彈)或采礦型激光槍摧毀。"
		"[english]rd_so_paragraph_biomass_1" "Biomass is immune to bullets, explosives, and melee attacks; it can only be destroyed by incendiary weaponry (such as the M868 Flamer Unit, the Vindicator's incendiary grenade, and the Proximity Incendiary Mine) or the Mining Laser."
		"rd_so_paragraph_biomass_2" "在外星藤蔓旁邊一堆死去的殖民者表明，這種藤蔓上是通過任何可以獲得的有機材料來合成的。這可能意味著你所看到的藤蔓，其實是各種人和生物混在一起的怪物。"
		"[english]rd_so_paragraph_biomass_2" "A pile of dead colonists near the Biomass in Timor Station suggests that the biomass is \"assembled\" by incorporating any organic material that can be acquired. This could mean that the colonists, as well as their pets and food are inside Biomass, dead or alive."
		"rd_so_paragraph_biomass_3" "外星藤蔓本身沒有攻擊性，除非去觸摸它那腐蝕性的皮膚。"
		"[english]rd_so_paragraph_biomass_3" "Biomass itself is largely defenseless and harmless, although coming into contact with it will deal minor damage and knock a marine back."
		"rd_so_paragraph_biomass_4" "一旦藤蔓被點燃，它最終會死亡。持續的燃燒傷害是不必要的，但會加速這一過程。"
		"[english]rd_so_paragraph_biomass_4" "Once the biomass is ignited, it will eventually die. Sustained incendiary damage is not necessary but will accelerate the process."
		"rd_so_paragraph_grub_0" "幼蟲是異形蟲的幼始階段。它和陸戰隊員的腳差不多大，會跟著隊員走，但不會傷害他們。幼蟲囊中裝有一打幼蟲，當它們著火或附近有陸戰隊員時，它們就會爆開。"
		"[english]rd_so_paragraph_grub_0" "A grub is the presumed larval stage of the Swarm. It is about as large as a marine's foot and is attracted to marines, but is incapable of harming them. Grubs come in sacs of about a dozen, which open up upon fire or when a marine is nearby."

"rd_no_steam_service" "無法連接到 Steam 服務"
"rd_no_steam_solutions" "可能的解決方法：重啓 Steam 或你的電腦，在殺毒軟件或防火牆中允許本遊戲，驗證遊戲文件的完整性"


"rd_no_bots_allowed" "當前遊戲模式不允許添加電腦玩家"
"rd_revive_marine" "按住以複活士兵"
"rd_reviving_marine" "正在複活士兵..."
"rd_revived_marine" "%s1 複活了 %s2。"
"rd_suicide_female_revivable" "%s1 使自己失能。"
"rd_suicide_male_revivable" "%s1 使自己失能。"
"rd_team_killed_revivable" "%s2 使 %s1 失能。"
"rd_killed_revivable" "%s1 已失能。"
"rd_chat_marine_cap_reached_challenge" "當前挑戰不允許多于 %s1 名隊員"
"rd_chat_marine_cap_reached_server" "這個服務器不允許多于 %s1 名隊員"
"asw_weapon_gas_grenades" "毒氣手雷"
"asw_weaponl_gas_grenades" "TG-05 毒氣手雷"
"asw_wdesc_gas_grenades" "一組含有劇毒氣體的手雷。爆破時釋放生化毒素，形成一小片雲狀氣體區域。任何東西只要與這片區域稍微接觸，就會迅速液化並分解。處理這種材料需要標准醫用生物危險品操作證書。"
"asw_weapon_gas_grenades_attributes" ""
"asw_weapon_heavy_rifle" "重型步槍"
"asw_weaponl_heavy_rifle" "22A5 重型突擊步槍"
"asw_wdesc_heavy_rifle" "22A5 重型突擊步槍是 22A3-1 突擊步槍的加大口徑改型。爲高效率打擊裝甲目標而設計。下挂的榴彈發射器替換成了一套功能增強機制，當激活時，會在一小段時間內大幅增加步槍的射速。"
"asw_weapon_heavy_rifle_altfire" "彈匣"
